,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,projectrank_placing,pypi_monthly_downloads,github_release_downloads,trending
392,daphne,"A HTTP, HTTP2 and WebSocket protocol server for ASGI and ASGI-HTTP.",ASGI Servers,,https://github.com/django/daphne,True,24,django/daphne,https://github.com/django/daphne,2015-12-23 17:06:46.000,2021-08-28 00:06:58.000,2021-04-16 16:21:51.000,192.0,1616.0,,57.0,40.0,228.0,BSD-3-Clause,,daphne,conda-forge/daphne,,,4.0,11478.0,11478.0,https://pypi.org/project/daphne,https://anaconda.org/conda-forge/daphne,2021-04-07 20:54:50.106,63458.0,3525.0,3.0,,,
393,shortuuid,"A generator library for concise, unambiguous and URL-safe UUIDs.",Text Processing,,https://github.com/skorokithakis/shortuuid,True,24,skorokithakis/shortuuid,https://github.com/skorokithakis/shortuuid,2011-01-08 13:00:43.000,2021-07-12 09:36:18.916,2021-02-17 14:56:27.000,91.0,1527.0,123.0,22.0,2.0,29.0,BSD-3-Clause,,shortuuid,conda-forge/shortuuid,2020-03-06 11:40:22.000,1.0.0,6.0,6851.0,6851.0,https://pypi.org/project/shortuuid,https://anaconda.org/conda-forge/shortuuid,2021-07-12 09:36:18.916,114095.0,3083.0,2.0,,,
394,ipdb,IPython-enabled [pdb](https://docs.python.org/3/library/pdb.html).,Debugging Tools,,https://github.com/gotcha/ipdb,True,24,gotcha/ipdb,https://github.com/gotcha/ipdb,2011-01-15 17:51:47.000,2021-09-09 11:02:01.000,2021-09-09 11:02:01.000,127.0,1479.0,352.0,49.0,55.0,111.0,,,ipdb,conda-forge/ipdb,,,12.0,28521.0,28521.0,https://pypi.org/project/ipdb,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,208529.0,3309.0,2.0,,,
395,pybuilder,A continuous build tool written in pure Python.,Build Tools,,https://github.com/pybuilder/pybuilder,True,24,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,2012-07-23 11:38:06.000,2021-10-17 22:15:40.000,2021-10-14 07:32:22.000,221.0,1334.0,1368.0,36.0,76.0,410.0,Apache-2.0,,pybuilder,conda-forge/pybuilder,2021-10-14 07:45:09.000,0.13.3,4.0,,,https://pypi.org/project/pybuilder,https://anaconda.org/conda-forge/pybuilder,2019-02-11 15:35:22.154,7547.0,16197.0,1.0,15962.0,,
396,mutagen,A Python module to handle audio metadata.,Audio,,https://github.com/quodlibet/mutagen,True,24,quodlibet/mutagen,https://github.com/quodlibet/mutagen,2016-04-07 17:10:15.000,2021-10-01 18:05:01.000,2021-03-14 19:32:54.000,115.0,871.0,1712.0,34.0,81.0,372.0,GPL-2.0,,mutagen,conda-forge/mutagen,2020-07-31 08:45:24.000,release-1.45.1,61.0,5527.0,5527.0,https://pypi.org/project/mutagen,https://anaconda.org/conda-forge/mutagen,2021-05-30 20:36:41.909,103638.0,2519.0,2.0,,47704.0,
397,pysolr,A lightweight Python wrapper for [Apache Solr](https://lucene.apache.org/solr/).,Search,,https://github.com/django-haystack/pysolr,True,24,django-haystack/pysolr,https://github.com/django-haystack/pysolr,2009-07-01 17:54:08.000,2021-10-19 00:41:03.000,2021-10-19 00:41:03.000,299.0,598.0,479.0,64.0,19.0,117.0,BSD-3-Clause,,pysolr,conda-forge/pysolr,2020-04-17 20:27:24.000,3.9.0,3.0,2412.0,2412.0,https://pypi.org/project/pysolr,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,16752.0,299.0,3.0,,,
398,cornice,A RESTful framework for Pyramid.,RESTful API,,https://github.com/Cornices/cornice,True,24,Cornices/cornice,https://github.com/Cornices/cornice,2011-10-12 13:17:51.000,2021-09-29 12:52:12.000,2021-09-29 12:52:10.000,143.0,369.0,1145.0,118.0,42.0,189.0,,,cornice,conda-forge/cornice,2021-09-29 12:52:52.000,6.0.0,34.0,670.0,670.0,https://pypi.org/project/cornice,https://anaconda.org/conda-forge/cornice,,,39003.0,3.0,39003.0,,
399,sqlmap,Automatic SQL injection and database takeover tool.,Penetration Testing,,https://github.com/sqlmapproject/sqlmap,True,23,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,2012-06-26 09:52:15.000,2021-10-16 21:20:38.000,2021-10-16 21:20:33.000,4351.0,21396.0,9861.0,109.0,49.0,4427.0,,,sqlmap,conda-forge/sqlmap,2021-01-03 14:27:24.000,1.5,6.0,,,https://pypi.org/project/sqlmap,https://anaconda.org/conda-forge/sqlmap,,,13386.0,1.0,13386.0,,4.0
400,MicroPython,A lean and efficient Python programming language implementation.,Implementations,,https://github.com/micropython/micropython,True,23,micropython/micropython,https://github.com/micropython/micropython,2013-12-20 11:47:07.000,2021-10-21 05:25:08.000,2021-10-21 05:03:40.000,3591.0,13147.0,12749.0,443.0,1051.0,2794.0,,,micropython,conda-forge/micropython,2021-09-02 01:12:36.000,1.17,11.0,,,https://pypi.org/project/micropython,https://anaconda.org/conda-forge/micropython,2021-09-14 07:16:10.764,4633.0,722.0,1.0,,25615.0,
401,mycli,MySQL CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/mycli,True,23,dbcli/mycli,https://github.com/dbcli/mycli,2015-04-05 22:39:49.000,2021-09-03 20:09:21.000,2021-05-09 06:30:04.000,594.0,9933.0,1750.0,95.0,149.0,409.0,,,mycli,conda-forge/mycli,,,11.0,200.0,200.0,https://pypi.org/project/mycli,https://anaconda.org/conda-forge/mycli,2021-08-07 05:59:45.632,20244.0,613.0,2.0,,,
402,ajenti,The admin panel your servers deserve.,Admin Panels,,https://github.com/ajenti/ajenti,True,23,ajenti/ajenti,https://github.com/ajenti/ajenti,2010-03-03 08:04:15.000,2021-10-16 16:20:07.000,2021-10-16 16:20:04.000,740.0,6567.0,823.0,18.0,10.0,1067.0,MIT,,ajenti,conda-forge/ajenti,2021-08-31 10:22:17.000,2.1.42,18.0,21.0,21.0,https://pypi.org/project/ajenti,https://anaconda.org/conda-forge/ajenti,,,1693.0,2.0,1693.0,,
403,DearPyGui,A Simple GPU accelerated Python GUI framework.,GUI Development,,https://github.com/hoffstadt/DearPyGui,True,23,RaylockLLC/DearPyGui/,https://github.com/hoffstadt/DearPyGui,2020-05-28 17:12:57.000,2021-10-20 20:50:04.000,2021-10-20 20:50:02.000,276.0,6138.0,2484.0,,75.0,675.0,MIT,hoffstadt/DearPyGui,,conda-forge/,2021-10-16 05:16:07.000,1.0.1,18.0,201.0,201.0,,https://anaconda.org/conda-forge/,,,,3.0,,,
404,PDFMiner,A tool for extracting information from PDF documents.,Specific Formats Processing,,https://github.com/euske/pdfminer,True,23,euske/pdfminer,https://github.com/euske/pdfminer,2010-12-12 12:50:22.000,2021-02-16 14:43:27.000,2020-01-18 07:00:32.000,953.0,4674.0,540.0,28.0,189.0,40.0,MIT,,pdfminer,conda-forge/pdfminer,,,2.0,2574.0,2574.0,https://pypi.org/project/pdfminer,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804,19341.0,311.0,3.0,,,
405,Eel,A library for making simple Electron-like offline HTML/JS GUI apps.,GUI Development,,https://github.com/ChrisKnott/Eel,True,23,ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,2017-12-27 21:37:12.000,2021-10-19 21:09:50.000,2021-10-19 20:35:42.000,460.0,4620.0,257.0,38.0,119.0,301.0,MIT,,Eel,conda-forge/Eel,2020-08-17 18:17:23.000,0.14.0,17.0,2633.0,2633.0,https://pypi.org/project/Eel,https://anaconda.org/conda-forge/Eel,,,,3.0,,,
406,dataset,"Store Python dicts in a database - works with SQLite, MySQL, and PostgreSQL.",ORM,,https://github.com/pudo/dataset,True,23,pudo/dataset,https://github.com/pudo/dataset,2013-04-01 14:57:55.000,2021-10-19 16:14:38.000,2021-08-11 18:59:22.000,269.0,4086.0,683.0,75.0,11.0,250.0,MIT,,dataset,conda-forge/dataset,,,2.0,2109.0,2109.0,https://pypi.org/project/dataset,https://anaconda.org/conda-forge/dataset,2021-04-30 13:25:08.312,964.0,137.0,2.0,,,
407,pytesseract,A wrapper for [Google Tesseract OCR](https://github.com/tesseract-ocr).,Computer Vision,,https://github.com/madmaze/pytesseract,True,23,madmaze/pytesseract,https://github.com/madmaze/pytesseract,2010-10-27 23:02:49.000,2021-10-11 20:46:12.000,2021-10-11 20:46:09.000,545.0,3844.0,428.0,38.0,10.0,267.0,Apache-2.0,,pytesseract,conda-forge/pytesseract,2021-06-04 21:45:12.000,0.3.8,21.0,,,https://pypi.org/project/pytesseract,https://anaconda.org/conda-forge/pytesseract,2021-06-05 17:42:22.118,471548.0,17464.0,3.0,,,
408,lightfm,A Python implementation of a number of popular recommendation algorithms.,Recommender Systems,,https://github.com/lyst/lightfm,True,23,lyst/lightfm,https://github.com/lyst/lightfm,2015-07-30 08:34:00.000,2021-03-25 21:33:37.000,2021-02-07 21:16:06.000,602.0,3816.0,428.0,44.0,86.0,344.0,Apache-2.0,,lightfm,conda-forge/lightfm,2020-11-27 19:48:30.000,1.16,8.0,562.0,562.0,https://pypi.org/project/lightfm,https://anaconda.org/conda-forge/lightfm,2021-02-07 22:19:58.097,107335.0,2385.0,3.0,,,
409,tmuxp,A [tmux](https://github.com/tmux/tmux) session manager.,Command-line Tools,,https://github.com/tmux-python/tmuxp,True,23,tony/tmuxp,https://github.com/tmux-python/tmuxp,2013-08-27 05:51:11.000,2021-10-02 16:11:07.000,2021-10-02 15:54:11.000,201.0,3220.0,2658.0,60.0,54.0,222.0,MIT,tmux-python/tmuxp,tmuxp,conda-forge/tmuxp,2021-10-10 15:43:57.000,1.9.2,94.0,,,https://pypi.org/project/tmuxp,https://anaconda.org/conda-forge/tmuxp,,,4348.0,2.0,4348.0,,
410,VisPy,High-performance scientific visualization based on OpenGL.,Data Visualization,,https://github.com/vispy/vispy,True,23,vispy/vispy,https://github.com/vispy/vispy,2013-03-21 18:43:22.000,2021-10-21 13:46:41.000,2021-10-21 13:26:22.000,563.0,2750.0,,163.0,330.0,921.0,,,vispy,conda-forge/vispy,2021-10-21 13:50:20.000,0.9.2,23.0,604.0,604.0,https://pypi.org/project/vispy,https://anaconda.org/conda-forge/vispy,2021-10-20 12:51:51.750,185282.0,3860.0,3.0,,,
411,Python-Markdown,A Python implementation of John Grubers Markdown.,Specific Formats Processing,,https://github.com/Python-Markdown/markdown,True,23,waylan/Python-Markdown,https://github.com/Python-Markdown/markdown,2010-05-29 02:59:45.000,2021-08-24 22:17:41.000,2021-08-11 17:17:53.000,665.0,2670.0,1493.0,148.0,33.0,691.0,,Python-Markdown/markdown,Python-Markdown,conda-forge/Python-Markdown,,,,156865.0,156865.0,https://pypi.org/project/Python-Markdown,https://anaconda.org/conda-forge/Python-Markdown,,,,3.0,,,
412,factory_boy,A test fixtures replacement for Python.,Testing,,https://github.com/FactoryBoy/factory_boy,True,23,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,2011-05-11 08:26:59.000,2021-10-19 08:01:13.000,2021-10-19 08:01:13.000,320.0,2661.0,892.0,117.0,137.0,349.0,MIT,,factory_boy,conda-forge/factory_boy,,,9.0,,,https://pypi.org/project/factory_boy,https://anaconda.org/conda-forge/factory_boy,2021-04-04 01:17:30.466,84148.0,1790594.0,3.0,1789215.0,,
413,bjoern,"Asynchronous, very fast and written in C.",WSGI Servers,,https://github.com/jonashaag/bjoern,True,23,jonashaag/bjoern,https://github.com/jonashaag/bjoern,2010-03-01 23:46:47.000,2021-08-13 18:44:28.000,2021-08-13 18:44:28.000,177.0,2660.0,462.0,41.0,26.0,115.0,,,bjoern,conda-forge/bjoern,,,4.0,370.0,370.0,https://pypi.org/project/bjoern,https://anaconda.org/conda-forge/bjoern,2020-10-13 11:58:13.060,54237.0,16235.0,3.0,14729.0,,
414,textdistance,Compute distance between sequences with 30+ algorithms.,Text Processing,,https://github.com/life4/textdistance,True,23,orsinium/textdistance,https://github.com/life4/textdistance,2017-05-05 08:46:10.000,2021-07-29 09:43:38.000,2021-07-29 09:43:38.000,199.0,2525.0,311.0,11.0,,,MIT,life4/textdistance,textdistance,conda-forge/textdistance,2021-01-29 09:04:46.000,.4.2.1,7.0,1150.0,1150.0,https://pypi.org/project/textdistance,https://anaconda.org/conda-forge/textdistance,2021-01-29 15:41:57.288,57343.0,1404.0,2.0,,272.0,
415,SimpleCV,An open source framework for building computer vision applications.,Computer Vision,,https://github.com/sightmachine/SimpleCV,True,23,sightmachine/SimpleCV,https://github.com/sightmachine/SimpleCV,2011-08-16 18:04:07.000,2021-08-11 09:54:13.000,2015-04-07 13:42:39.000,749.0,2504.0,2625.0,104.0,73.0,253.0,BSD-3-Clause,,SimpleCV,conda-forge/SimpleCV,,,,331.0,331.0,https://pypi.org/project/SimpleCV,https://anaconda.org/conda-forge/SimpleCV,,,1047.0,3.0,1047.0,,
416,django-bootstrap3,Bootstrap 3 integration with Django.,Forms,,https://github.com/zostera/django-bootstrap3,True,23,dyve/django-bootstrap3,https://github.com/zostera/django-bootstrap3,2013-08-13 13:48:04.000,2021-10-18 10:09:50.000,2021-10-07 07:15:17.000,674.0,2265.0,,97.0,3.0,284.0,BSD-3-Clause,zostera/django-bootstrap3,django-bootstrap3,conda-forge/django-bootstrap3,,,6.0,15949.0,15949.0,https://pypi.org/project/django-bootstrap3,https://anaconda.org/conda-forge/django-bootstrap3,2019-08-04 21:11:14.583,19780.0,403.0,3.0,,,
417,pudb,"A full-screen, console-based Python debugger.",Debugging Tools,,https://github.com/inducer/pudb,True,23,inducer/pudb,https://github.com/inducer/pudb,2011-05-13 23:44:30.000,2021-10-18 10:35:55.000,2021-09-30 02:55:11.000,178.0,2232.0,,78.0,123.0,143.0,,,pudb,conda-forge/pudb,,,10.0,2598.0,2598.0,https://pypi.org/project/pudb,https://anaconda.org/conda-forge/pudb,2021-08-21 21:47:40.449,109775.0,166813.0,2.0,165071.0,,
418,pyquery,A jQuery-like library for parsing HTML.,HTML Manipulation,,https://github.com/gawel/pyquery,True,23,gawel/pyquery,https://github.com/gawel/pyquery,2012-11-28 20:27:39.000,2021-10-04 08:16:33.000,2021-10-04 08:16:33.000,167.0,2045.0,460.0,50.0,41.0,125.0,,,pyquery,conda-forge/pyquery,,,4.0,12240.0,12240.0,https://pypi.org/project/pyquery,https://anaconda.org/conda-forge/pyquery,2020-11-27 04:30:29.453,19132.0,398.0,3.0,,,
419,elpy,Emacs Python Development Environment.,Editor Plugins and IDEs,,https://github.com/jorgenschaefer/elpy,True,23,jorgenschaefer/elpy,https://github.com/jorgenschaefer/elpy,2012-10-29 22:28:49.000,2021-10-17 19:20:28.000,2021-10-16 10:09:52.000,227.0,1728.0,1395.0,80.0,351.0,1181.0,GPL-3.0,,elpy,conda-forge/elpy,,,,200.0,200.0,https://pypi.org/project/elpy,https://anaconda.org/conda-forge/elpy,,,1111.0,2.0,1111.0,,
420,python-pptx,Python library for creating and updating PowerPoint (.pptx) files.,Specific Formats Processing,,https://github.com/scanny/python-pptx,True,23,scanny/python-pptx,https://github.com/scanny/python-pptx,2012-11-21 11:03:31.000,2021-10-08 02:11:51.000,2021-09-20 23:48:56.000,323.0,1367.0,2107.0,12.0,268.0,383.0,MIT,,python-pptx,conda-forge/python-pptx,,,15.0,,,https://pypi.org/project/python-pptx,https://anaconda.org/conda-forge/python-pptx,2021-09-21 02:51:35.603,139181.0,699133.0,3.0,696889.0,,
421,django-rules,"A tiny but powerful app providing object-level permissions to Django, without requiring a database.",Permissions,,https://github.com/dfunckt/django-rules,True,23,dfunckt/django-rules,https://github.com/dfunckt/django-rules,2014-03-06 20:46:57.000,2021-05-23 11:56:30.000,2021-05-23 11:56:30.000,106.0,1361.0,159.0,21.0,18.0,80.0,MIT,,django-rules,conda-forge/django-rules,2021-05-10 08:59:20.000,3.0.0,16.0,686.0,686.0,https://pypi.org/project/django-rules,https://anaconda.org/conda-forge/django-rules,,,237.0,3.0,237.0,,
422,pyelftools,Parsing and analyzing ELF files and DWARF debugging information.,Debugging Tools,,https://github.com/eliben/pyelftools,True,23,eliben/pyelftools,https://github.com/eliben/pyelftools,2013-06-08 22:55:54.000,2021-10-16 13:18:32.000,2021-10-16 13:18:32.000,398.0,1321.0,575.0,79.0,54.0,114.0,,,pyelftools,conda-forge/pyelftools,,,5.0,2584.0,2584.0,https://pypi.org/project/pyelftools,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,75539.0,1127.0,2.0,,,
423,indico,"A feature-rich event management system, made @ [CERN](https://en.wikipedia.org/wiki/CERN).",CMS,,https://github.com/indico/indico,True,23,indico/indico,https://github.com/indico/indico,2011-07-27 13:56:30.000,2021-10-21 13:06:18.000,2021-10-14 20:54:18.000,304.0,1269.0,23440.0,112.0,583.0,2616.0,MIT,,indico,conda-forge/indico,2021-09-09 12:41:12.000,3.0.2,44.0,,,https://pypi.org/project/indico,https://anaconda.org/conda-forge/indico,,,515.0,1.0,483.0,2852.0,
424,cassandra-driver,The Python Driver for Apache Cassandra.,Database Drivers,,https://github.com/datastax/python-driver,True,23,datastax/python-driver,https://github.com/datastax/python-driver,2013-07-08 19:02:31.000,2021-10-14 12:40:36.000,2021-09-17 17:47:48.000,429.0,1260.0,5958.0,178.0,,,Apache-2.0,,python-driver,conda-forge/python-driver,,,,3164.0,3164.0,https://pypi.org/project/python-driver,https://anaconda.org/conda-forge/python-driver,,,,2.0,,,
425,imbox,Python IMAP for Humans.,Email,,https://github.com/martinrusev/imbox,True,23,martinrusev/imbox,https://github.com/martinrusev/imbox,2013-07-22 11:40:29.000,2021-08-25 07:39:09.000,2021-08-25 07:39:09.000,152.0,1015.0,329.0,48.0,48.0,64.0,MIT,,imbox,conda-forge/imbox,2018-08-14 15:27:53.000,0.9.6,3.0,108.0,108.0,https://pypi.org/project/imbox,https://anaconda.org/conda-forge/imbox,,,4805.0,2.0,4805.0,,
426,python-jose,A JOSE implementation in Python.,Authentication,,https://github.com/mpdavis/python-jose,True,23,mpdavis/python-jose/,https://github.com/mpdavis/python-jose,2015-04-20 19:19:35.000,2021-10-12 15:56:15.000,2021-10-12 15:56:15.000,181.0,955.0,643.0,,45.0,72.0,MIT,,,conda-forge/,2021-06-05 03:28:11.000,3.3.0,28.0,9237.0,9237.0,,https://anaconda.org/conda-forge/,,,,3.0,,,
427,pylama,A code audit tool for Python and JavaScript.,Code Analysis,,https://github.com/klen/pylama,True,23,klen/pylama,https://github.com/klen/pylama,2012-08-17 10:10:10.000,2021-08-25 23:21:58.000,2019-04-10 18:20:19.000,78.0,817.0,689.0,38.0,65.0,53.0,LGPL-3.0,,pylama,conda-forge/pylama,2013-07-03 08:23:01.000,1.2.0,6.0,2751.0,2751.0,https://pypi.org/project/pylama,https://anaconda.org/conda-forge/pylama,2019-05-18 02:54:01.403,68668.0,1320.0,2.0,,,
428,treq,Python requests like API built on top of Twisted's HTTP client.,HTTP Clients,,https://github.com/twisted/treq,True,23,twisted/treq,https://github.com/twisted/treq,2012-05-18 18:57:21.000,2021-07-27 07:10:00.000,2021-07-11 05:33:09.000,132.0,536.0,934.0,45.0,53.0,90.0,,,treq,conda-forge/treq,2021-05-24 20:38:07.000,release-21.5.0,9.0,870.0,870.0,https://pypi.org/project/treq,https://anaconda.org/conda-forge/treq,2021-05-25 12:52:08.512,57391.0,65753.0,3.0,64780.0,107.0,
429,beaker,A WSGI middleware for sessions and caching.,Caching,,https://github.com/bbangert/beaker,True,23,bbangert/beaker,https://github.com/bbangert/beaker,2011-10-16 17:48:39.000,2021-06-19 05:45:59.000,2020-10-08 07:45:29.000,130.0,476.0,799.0,85.0,66.0,52.0,,,beaker,conda-forge/beaker,2019-08-26 22:02:52.000,1.11.0,6.0,3048.0,3048.0,https://pypi.org/project/beaker,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,55195.0,287619.0,1.0,286616.0,,
430,pylibmc,A Python wrapper around the [libmemcached](https://libmemcached.org/libMemcached.html) interface.,Caching,,https://github.com/lericson/pylibmc,True,23,lericson/pylibmc,https://github.com/lericson/pylibmc,2009-07-31 19:51:02.000,2021-08-05 12:11:30.000,2021-08-05 12:11:30.000,115.0,448.0,596.0,48.0,22.0,163.0,BSD-3-Clause,,pylibmc,conda-forge/pylibmc,,,4.0,3596.0,3596.0,https://pypi.org/project/pylibmc,https://anaconda.org/conda-forge/pylibmc,2021-06-30 23:58:11.535,167120.0,2652.0,1.0,,,
431,python-rapidjson,A Python wrapper around [RapidJSON](https://github.com/Tencent/rapidjson).,Serialization,,https://github.com/python-rapidjson/python-rapidjson,True,23,python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,2015-09-09 04:02:42.000,2021-10-16 11:48:55.142,2021-10-16 09:39:19.000,35.0,430.0,643.0,18.0,10.0,88.0,,,python-rapidjson,conda-forge/python-rapidjson,,,18.0,1716.0,1716.0,https://pypi.org/project/python-rapidjson,https://anaconda.org/conda-forge/python-rapidjson,2021-10-16 11:48:55.142,680565.0,741394.0,2.0,729455.0,,
432,caffe,A fast open framework for deep learning..,Deep Learning,,https://github.com/BVLC/caffe,True,22,BVLC/caffe,https://github.com/BVLC/caffe,2013-09-12 18:39:48.000,2021-09-27 14:00:12.000,2020-02-13 07:20:36.000,13692.0,32011.0,4156.0,313.0,882.0,3883.0,,,caffe,conda-forge/caffe,2017-04-18 18:48:04.000,1.0,14.0,,,https://pypi.org/project/caffe,https://anaconda.org/conda-forge/caffe,2020-06-27 15:23:34.354,71829.0,1088.0,3.0,,,
433,Jinja2,A modern and designer friendly templating language.,Template Engine,,https://github.com/pallets/jinja,True,22,pallets/jinja,https://github.com/pallets/jinja,2010-10-17 13:41:17.000,2021-10-20 11:48:19.000,2021-10-05 00:54:36.000,1381.0,8035.0,,289.0,39.0,762.0,BSD-3-Clause,,jinja,conda-forge/jinja,2021-10-05 00:55:20.000,3.0.2,13.0,,,https://pypi.org/project/jinja,https://anaconda.org/conda-forge/jinja,,,1110.0,1.0,,52216.0,
434,pkuseg-python,A toolkit for Chinese word segmentation in various domains.,Natural Language Processing,,https://github.com/lancopku/pkuseg-python,True,22,lancopku/pkuseg-python,https://github.com/lancopku/pkuseg-python,2018-08-05 06:41:07.000,2021-10-19 07:57:09.000,2020-06-21 08:52:55.000,883.0,5627.0,198.0,6.0,103.0,39.0,MIT,,pkuseg-python,conda-forge/pkuseg-python,,,2.0,148.0,148.0,https://pypi.org/project/pkuseg-python,https://anaconda.org/conda-forge/pkuseg-python,,,2097.0,2.0,,69208.0,
435,pyre-check,Performant type checking.,Code Analysis,,https://github.com/facebook/pyre-check,True,22,facebook/pyre-check,https://github.com/facebook/pyre-check,2017-11-10 17:31:36.000,2021-10-21 14:09:48.000,2021-10-21 14:09:46.000,341.0,5599.0,,177.0,62.0,204.0,MIT,,pyre-check,conda-forge/pyre-check,2021-05-14 19:50:13.000,0.9.3,7.0,,,https://pypi.org/project/pyre-check,https://anaconda.org/conda-forge/pyre-check,,,22673.0,3.0,22673.0,,
436,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,22,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2021-10-11 14:15:10.000,2021-09-23 18:03:11.000,401.0,4608.0,633.0,68.0,10.0,258.0,MIT,,tinydb,conda-forge/tinydb,2021-09-23 18:07:35.000,4.5.2,56.0,,,https://pypi.org/project/tinydb,https://anaconda.org/conda-forge/tinydb,2021-09-23 23:38:10.536,141401.0,2209.0,1.0,,,
437,akshare,"A financial data interface library, built for human beings!.",Downloader,,https://github.com/akfamily/akshare,True,22,jindaxiang/akshare,https://github.com/akfamily/akshare,2019-10-01 07:34:12.000,2021-10-21 14:10:47.000,2021-10-21 14:10:15.000,847.0,4134.0,3843.0,18.0,,293.0,MIT,akfamily/akshare,akshare,conda-forge/akshare,2021-10-21 14:12:27.000,1.1.75,100.0,112.0,112.0,https://pypi.org/project/akshare,https://anaconda.org/conda-forge/akshare,,,,3.0,,,
438,django-jet,Modern responsive template for the Django admin interface with improved functionality.,Admin Panels,,https://github.com/geex-arts/django-jet,True,22,geex-arts/django-jet,https://github.com/geex-arts/django-jet,2015-07-29 21:35:35.000,2021-10-17 04:14:44.000,2019-05-21 10:57:50.000,632.0,3186.0,909.0,29.0,208.0,120.0,AGPL-3.0,,django-jet,conda-forge/django-jet,2018-10-18 06:39:57.000,1.0.8,23.0,2453.0,2453.0,https://pypi.org/project/django-jet,https://anaconda.org/conda-forge/django-jet,,,,3.0,,,
439,ftfy,Makes Unicode text less broken and more consistent automagically.,Text Processing,,https://github.com/rspeer/python-ftfy,True,22,LuminosoInsight/python-ftfy,https://github.com/rspeer/python-ftfy,2012-08-24 16:14:59.000,2021-05-24 05:15:40.000,2021-05-17 19:04:10.000,100.0,3087.0,590.0,18.0,8.0,111.0,MIT,rspeer/python-ftfy,python-ftfy,conda-forge/python-ftfy,2021-08-23 21:02:05.000,6.0.3,2.0,4082.0,4082.0,https://pypi.org/project/python-ftfy,https://anaconda.org/conda-forge/python-ftfy,,,,3.0,,,
440,sumy,A module for automatic summarization of text documents and HTML pages.,Web Content Extracting,,https://github.com/miso-belica/sumy,True,22,miso-belica/sumy,https://github.com/miso-belica/sumy,2013-02-20 12:56:48.000,2021-08-26 09:04:30.000,2021-06-17 15:47:06.000,454.0,2664.0,,21.0,15.0,78.0,Apache-2.0,,sumy,conda-forge/sumy,2019-05-19 14:39:21.000,0.8.1,12.0,941.0,941.0,https://pypi.org/project/sumy,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:50.703,385.0,96.0,2.0,,,
441,pywebview,A lightweight cross-platform native wrapper around a webview component.,GUI Development,,https://github.com/r0x0r/pywebview,True,22,r0x0r/pywebview/,https://github.com/r0x0r/pywebview,2014-11-20 11:05:46.000,2021-10-18 10:44:28.000,2021-10-18 10:44:24.000,340.0,2562.0,1312.0,,23.0,531.0,BSD-3-Clause,,,conda-forge/,2021-08-02 10:03:08.000,3.5,43.0,526.0,526.0,,https://anaconda.org/conda-forge/,,,,3.0,,,
442,autobahn-python,WebSocket & WAMP for Python on Twisted and [asyncio](https://docs.python.org/3/library/asyncio.html).,WebSocket,,https://github.com/crossbario/autobahn-python,True,22,crossbario/autobahn-python,https://github.com/crossbario/autobahn-python,2011-07-27 15:22:13.000,2021-07-22 21:45:26.000,2021-07-22 12:56:51.000,603.0,2302.0,3240.0,122.0,180.0,647.0,MIT,,autobahn-python,conda-forge/autobahn-python,,,,15514.0,15514.0,https://pypi.org/project/autobahn-python,https://anaconda.org/conda-forge/autobahn-python,,,,3.0,,,
443,grab,Site scraping framework.,Web Crawling,,https://github.com/lorien/grab,True,22,lorien/grab,https://github.com/lorien/grab,2013-05-01 08:10:22.000,2021-02-22 09:46:08.000,2020-12-08 03:50:03.000,253.0,2132.0,2179.0,65.0,26.0,190.0,MIT,,grab,conda-forge/grab,2018-05-14 08:49:17.000,0.6.40,5.0,325.0,325.0,https://pypi.org/project/grab,https://anaconda.org/conda-forge/grab,,,,2.0,,,
444,python-readability,Fast Python port of arc90's readability tool.,Web Content Extracting,,https://github.com/buriy/python-readability,True,22,buriy/python-readability,https://github.com/buriy/python-readability,2011-05-02 18:51:48.000,2021-10-21 02:02:47.000,2021-09-24 04:56:18.000,326.0,2035.0,216.0,37.0,29.0,63.0,Apache-2.0,,python-readability,conda-forge/python-readability,2020-07-04 01:05:38.000,0.8.1,8.0,843.0,843.0,https://pypi.org/project/python-readability,https://anaconda.org/conda-forge/python-readability,,,,2.0,,,
