,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,release_count,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,trending
408,MicroPython,A lean and efficient Python programming language implementation.,Implementations,,https://github.com/micropython/micropython,True,23,micropython/micropython,https://github.com/micropython/micropython,2013-12-20 11:47:07.000,2021-11-25 12:35:29.000,2021-11-25 12:34:19.000,3633.0,13328.0,12862.0,456.0,1082.0,2813.0,,,micropython,conda-forge/micropython,,,https://pypi.org/project/micropython,,760.0,https://anaconda.org/conda-forge/micropython,2021-09-14 07:16:10.764,4905.0,11.0,1.0,2021-09-02 01:12:36.000,1.17,27901.0,
409,mycli,MySQL CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/mycli,True,23,dbcli/mycli,https://github.com/dbcli/mycli,2015-04-05 22:39:49.000,2021-11-15 08:35:30.000,2021-05-09 06:30:04.000,598.0,10017.0,1750.0,95.0,156.0,410.0,,,mycli,conda-forge/mycli,211.0,211.0,https://pypi.org/project/mycli,,629.0,https://anaconda.org/conda-forge/mycli,2021-11-11 17:54:45.189,21396.0,11.0,2.0,,,,
410,ajenti,The admin panel your servers deserve.,Admin Panels,,https://github.com/ajenti/ajenti,True,23,ajenti/ajenti,https://github.com/ajenti/ajenti,2010-03-03 08:04:15.000,2021-11-21 19:29:42.000,2021-11-21 17:56:29.000,740.0,6600.0,842.0,18.0,18.0,1077.0,MIT,,ajenti,conda-forge/ajenti,23.0,23.0,https://pypi.org/project/ajenti,2273.0,2273.0,https://anaconda.org/conda-forge/ajenti,,,18.0,3.0,2021-08-31 10:22:17.000,2.1.42,,
411,DearPyGui,A Simple GPU accelerated Python GUI framework.,GUI Development,,https://github.com/hoffstadt/DearPyGui,True,23,RaylockLLC/DearPyGui/,https://github.com/hoffstadt/DearPyGui,2020-05-28 17:12:57.000,2021-11-24 14:13:41.000,2021-11-22 20:09:33.000,306.0,6468.0,2517.0,,96.0,711.0,MIT,hoffstadt/DearPyGui,,conda-forge/,214.0,214.0,,,,https://anaconda.org/conda-forge/,,,20.0,3.0,2021-11-19 03:17:29.000,1.1.1,,
412,PDFMiner,A tool for extracting information from PDF documents.,Specific Formats Processing,,https://github.com/euske/pdfminer,True,23,euske/pdfminer,https://github.com/euske/pdfminer,2010-12-12 12:50:22.000,2021-02-16 14:43:27.000,2020-01-18 07:00:32.000,960.0,4688.0,540.0,28.0,190.0,40.0,MIT,,pdfminer,conda-forge/pdfminer,2641.0,2641.0,https://pypi.org/project/pdfminer,,316.0,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804,19966.0,2.0,3.0,,,,
413,Eel,A library for making simple Electron-like offline HTML/JS GUI apps.,GUI Development,,https://github.com/ChrisKnott/Eel,True,23,ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,2017-12-27 21:37:12.000,2021-10-21 17:15:10.000,2021-10-19 20:35:42.000,469.0,4675.0,257.0,38.0,122.0,304.0,MIT,,Eel,conda-forge/Eel,2799.0,2799.0,https://pypi.org/project/Eel,,,https://anaconda.org/conda-forge/Eel,,,17.0,3.0,2020-08-17 18:17:23.000,0.14.0,,
414,dataset,"Store Python dicts in a database - works with SQLite, MySQL, and PostgreSQL.",ORM,,https://github.com/pudo/dataset,True,23,pudo/dataset,https://github.com/pudo/dataset,2013-04-01 14:57:55.000,2021-11-17 17:32:38.000,2021-11-17 17:32:29.000,271.0,4099.0,697.0,76.0,11.0,250.0,MIT,,dataset,conda-forge/dataset,2159.0,2159.0,https://pypi.org/project/dataset,,132.0,https://anaconda.org/conda-forge/dataset,2021-04-30 13:25:08.312,1059.0,2.0,2.0,,,,
415,pytesseract,A wrapper for [Google Tesseract OCR](https://github.com/tesseract-ocr).,Computer Vision,,https://github.com/madmaze/pytesseract,True,23,madmaze/pytesseract,https://github.com/madmaze/pytesseract,2010-10-27 23:02:49.000,2021-11-23 15:28:53.000,2021-11-23 15:28:50.000,548.0,3892.0,434.0,38.0,9.0,272.0,Apache-2.0,,pytesseract,conda-forge/pytesseract,,,https://pypi.org/project/pytesseract,,16999.0,https://anaconda.org/conda-forge/pytesseract,2021-06-05 17:42:22.118,475996.0,21.0,3.0,2021-06-04 21:45:12.000,0.3.8,,
416,VisPy,High-performance scientific visualization based on OpenGL.,Data Visualization,,https://github.com/vispy/vispy,True,23,vispy/vispy,https://github.com/vispy/vispy,2013-03-21 18:43:22.000,2021-11-24 21:55:08.590,2021-11-24 16:07:31.000,571.0,2764.0,,166.0,266.0,994.0,,,vispy,conda-forge/vispy,634.0,634.0,https://pypi.org/project/vispy,,3940.0,https://anaconda.org/conda-forge/vispy,2021-11-24 21:55:08.590,193086.0,25.0,3.0,2021-11-24 17:23:39.000,0.9.4,,
417,factory_boy,A test fixtures replacement for Python.,Testing,,https://github.com/FactoryBoy/factory_boy,True,23,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,2011-05-11 08:26:59.000,2021-10-26 21:47:41.376,2021-10-19 08:01:13.000,324.0,2697.0,892.0,117.0,139.0,351.0,MIT,,factory_boy,conda-forge/factory_boy,,,https://pypi.org/project/factory_boy,1965717.0,1967113.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,86586.0,10.0,3.0,,,,
418,bjoern,"Asynchronous, very fast and written in C.",WSGI Servers,,https://github.com/jonashaag/bjoern,True,23,jonashaag/bjoern,https://github.com/jonashaag/bjoern,2010-03-01 23:46:47.000,2021-11-15 17:19:03.282,2021-08-13 18:44:28.000,178.0,2683.0,462.0,41.0,26.0,115.0,,,bjoern,conda-forge/bjoern,380.0,380.0,https://pypi.org/project/bjoern,15445.0,16960.0,https://anaconda.org/conda-forge/bjoern,2021-11-15 17:19:03.282,56057.0,5.0,3.0,,,,
419,autobahn-python,WebSocket & WAMP for Python on Twisted and [asyncio](https://docs.python.org/3/library/asyncio.html).,WebSocket,,https://github.com/crossbario/autobahn-python,True,23,crossbario/autobahn-python,https://github.com/crossbario/autobahn-python,2011-07-27 15:22:13.000,2021-11-21 11:07:29.000,2021-11-21 11:07:29.000,717.0,2302.0,3252.0,122.0,181.0,649.0,MIT,,autobahn-python,conda-forge/autobahn-python,16031.0,16031.0,https://pypi.org/project/autobahn-python,,,https://anaconda.org/conda-forge/autobahn-python,,,,3.0,,,,
420,Mistune,Fastest and full featured pure Python parsers of Markdown.,Specific Formats Processing,,https://github.com/lepture/mistune,True,23,lepture/mistune,https://github.com/lepture/mistune,2014-02-18 10:13:04.000,2021-11-02 09:35:18.888,2021-10-27 03:27:09.000,194.0,2005.0,432.0,31.0,19.0,193.0,BSD-3-Clause,,mistune,conda-forge/mistune,,,https://pypi.org/project/mistune,,81601.0,https://anaconda.org/conda-forge/mistune,2021-11-02 09:35:18.888,5467290.0,6.0,3.0,2019-10-30 02:34:25.000,0.8.4,,-10.0
421,vidgear,Most Powerful multi-threaded Video Processing framework.,Video,,https://github.com/abhiTronix/vidgear,True,23,abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,2019-03-17 02:42:42.000,2021-11-25 01:48:37.000,2021-10-27 03:55:38.000,152.0,2002.0,796.0,7.0,2.0,185.0,Apache-2.0,,vidgear,conda-forge/vidgear,148.0,148.0,https://pypi.org/project/vidgear,3055.0,3070.0,https://anaconda.org/conda-forge/vidgear,,,15.0,1.0,2021-10-27 04:58:59.000,idgear-0.2.3,493.0,
422,returns,"A set of type-safe monads, transformers, and composition utilities.",Functional Programming,,https://github.com/dry-python/returns,True,23,dry-python/returns,https://github.com/dry-python/returns,2019-01-26 13:08:38.000,2021-11-24 15:12:58.000,2021-11-24 15:12:58.000,84.0,1985.0,1279.0,36.0,53.0,314.0,BSD-2-Clause,,returns,conda-forge/returns,116.0,116.0,https://pypi.org/project/returns,,85.0,https://anaconda.org/conda-forge/returns,2021-10-05 13:09:24.468,513.0,19.0,3.0,2021-10-05 07:48:00.000,0.17.0,,
423,django-activity-stream,Generating generic activity streams from the actions on your site.,News Feed,,https://github.com/justquick/django-activity-stream,True,23,justquick/django-activity-stream,https://github.com/justquick/django-activity-stream,2010-02-24 21:16:51.000,2021-11-19 12:52:47.000,2021-11-19 12:52:42.000,439.0,1967.0,815.0,107.0,55.0,232.0,BSD-3-Clause,,django-activity-stream,conda-forge/django-activity-stream,739.0,739.0,https://pypi.org/project/django-activity-stream,,,https://anaconda.org/conda-forge/django-activity-stream,,,6.0,1.0,2021-11-19 07:50:32.000,0.10.0,,
424,python-pptx,Python library for creating and updating PowerPoint (.pptx) files.,Specific Formats Processing,,https://github.com/scanny/python-pptx,True,23,scanny/python-pptx,https://github.com/scanny/python-pptx,2012-11-21 11:03:31.000,2021-10-31 14:38:28.000,2021-09-20 23:48:56.000,329.0,1396.0,2107.0,12.0,275.0,389.0,MIT,,python-pptx,conda-forge/python-pptx,,,https://pypi.org/project/python-pptx,663554.0,665797.0,https://anaconda.org/conda-forge/python-pptx,2021-09-21 02:51:35.603,141357.0,15.0,3.0,,,,
425,django-rules,"A tiny but powerful app providing object-level permissions to Django, without requiring a database.",Permissions,,https://github.com/dfunckt/django-rules,True,23,dfunckt/django-rules,https://github.com/dfunckt/django-rules,2014-03-06 20:46:57.000,2021-11-23 12:34:18.000,2021-11-23 12:34:17.000,111.0,1378.0,165.0,24.0,20.0,80.0,MIT,,django-rules,conda-forge/django-rules,708.0,708.0,https://pypi.org/project/django-rules,264.0,264.0,https://anaconda.org/conda-forge/django-rules,,,16.0,3.0,2021-05-10 08:59:20.000,3.0.0,,
426,pyelftools,Parsing and analyzing ELF files and DWARF debugging information.,Debugging Tools,,https://github.com/eliben/pyelftools,True,23,eliben/pyelftools,https://github.com/eliben/pyelftools,2013-06-08 22:55:54.000,2021-11-17 23:51:53.000,2021-11-17 23:51:53.000,403.0,1335.0,579.0,80.0,55.0,118.0,,,pyelftools,conda-forge/pyelftools,2718.0,2718.0,https://pypi.org/project/pyelftools,,1153.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,78441.0,5.0,2.0,,,,
427,indico,"A feature-rich event management system, made @ [CERN](https://en.wikipedia.org/wiki/CERN).",CMS,,https://github.com/indico/indico,True,23,indico/indico,https://github.com/indico/indico,2011-07-27 13:56:30.000,2021-11-25 13:39:16.000,2021-11-25 11:26:15.000,306.0,1280.0,23606.0,116.0,588.0,2628.0,MIT,,indico,conda-forge/indico,,,https://pypi.org/project/indico,663.0,695.0,https://anaconda.org/conda-forge/indico,,,45.0,2.0,2021-10-28 09:42:36.000,3.0.3,2852.0,
428,cassandra-driver,The Python Driver for Apache Cassandra.,Database Drivers,,https://github.com/datastax/python-driver,True,23,datastax/python-driver,https://github.com/datastax/python-driver,2013-07-08 19:02:31.000,2021-11-23 17:53:09.000,2021-11-23 17:12:58.000,431.0,1262.0,5961.0,180.0,,,Apache-2.0,,python-driver,conda-forge/python-driver,3290.0,3290.0,https://pypi.org/project/python-driver,,,https://anaconda.org/conda-forge/python-driver,,,,2.0,,,,
429,python-jose,A JOSE implementation in Python.,Authentication,,https://github.com/mpdavis/python-jose,True,23,mpdavis/python-jose/,https://github.com/mpdavis/python-jose,2015-04-20 19:19:35.000,2021-10-12 15:56:15.000,2021-10-12 15:56:15.000,183.0,974.0,643.0,,47.0,72.0,MIT,,,conda-forge/,10003.0,10003.0,,,,https://anaconda.org/conda-forge/,,,28.0,3.0,2021-06-05 03:28:11.000,3.3.0,,
430,bidict,"Efficient, Pythonic bidirectional map data structures and related functionality..",Built-in Classes Enhancement,,https://github.com/jab/bidict,True,23,jab/bidict,https://github.com/jab/bidict,2014-09-23 14:00:27.000,2021-11-08 23:21:17.000,2021-11-08 23:21:17.000,44.0,942.0,,11.0,2.0,44.0,MPL-2.0,,bidict,conda-forge/bidict,5067.0,5067.0,https://pypi.org/project/bidict,,1695.0,https://anaconda.org/conda-forge/bidict,2021-10-23 23:17:20.723,105092.0,33.0,2.0,2021-10-23 20:54:27.000,0.21.4,,
431,webassets,"Bundles, optimizes, and manages unique cache-busting URLs for static resources.",Web Asset Management,,https://github.com/miracle2k/webassets,True,23,miracle2k/webassets,https://github.com/miracle2k/webassets,2009-12-08 05:40:34.000,2021-05-01 12:23:05.000,2021-05-01 12:22:50.000,247.0,901.0,1418.0,157.0,57.0,232.0,,,webassets,conda-forge/webassets,5286.0,5286.0,https://pypi.org/project/webassets,,631.0,https://anaconda.org/conda-forge/webassets,2019-12-24 13:40:58.186,39128.0,3.0,3.0,,,,
432,clickhouse-driver,Python driver with native interface for ClickHouse.,Database Drivers,,https://github.com/mymarilyn/clickhouse-driver,True,23,mymarilyn/clickhouse-driver,https://github.com/mymarilyn/clickhouse-driver,2017-05-10 22:13:04.000,2021-11-25 11:23:40.000,2021-11-20 21:17:09.000,128.0,721.0,406.0,34.0,27.0,180.0,,,clickhouse-driver,conda-forge/clickhouse-driver,415.0,415.0,https://pypi.org/project/clickhouse-driver,468989.0,474272.0,https://anaconda.org/conda-forge/clickhouse-driver,2021-11-17 06:03:17.862,258909.0,23.0,2.0,,,,
433,pyshorteners,A pure Python URL shortening lib.,URL Manipulation,,https://github.com/ellisonleao/pyshorteners,True,23,ellisonleao/pyshorteners,https://github.com/ellisonleao/pyshorteners,2013-09-30 18:33:24.000,2021-11-08 05:07:16.000,2020-07-29 05:23:09.000,54.0,317.0,,24.0,2.0,71.0,GPL-3.0,,pyshorteners,conda-forge/pyshorteners,2908.0,2908.0,https://pypi.org/project/pyshorteners,126859.0,126859.0,https://anaconda.org/conda-forge/pyshorteners,,,3.0,2.0,2020-03-19 17:55:20.000,1.0.1,,
434,newspaper,"News extraction, article extraction and content curation in Python.",Web Content Extracting,,https://github.com/codelucas/newspaper,True,22,codelucas/newspaper,https://github.com/codelucas/newspaper,2013-11-25 09:50:50.000,2021-11-15 17:34:24.000,2020-09-02 06:54:25.000,1791.0,11495.0,651.0,103.0,375.0,253.0,,,newspaper,conda-forge/newspaper,,,https://pypi.org/project/newspaper,26620.0,26620.0,https://anaconda.org/conda-forge/newspaper,,,2.0,2.0,2014-12-17 19:19:47.000,0.0.9,,
435,Jinja2,A modern and designer friendly templating language.,Template Engine,,https://github.com/pallets/jinja,True,22,pallets/jinja,https://github.com/pallets/jinja,2010-10-17 13:41:17.000,2021-11-10 19:19:29.000,2021-11-10 19:19:29.000,1385.0,8112.0,,292.0,32.0,775.0,BSD-3-Clause,,jinja,conda-forge/jinja,,,https://pypi.org/project/jinja,,1088.0,https://anaconda.org/conda-forge/jinja,,,14.0,1.0,2021-11-16 00:34:33.000,3.0.3,52247.0,
436,pkuseg-python,A toolkit for Chinese word segmentation in various domains.,Natural Language Processing,,https://github.com/lancopku/pkuseg-python,True,22,lancopku/pkuseg-python,https://github.com/lancopku/pkuseg-python,2018-08-05 06:41:07.000,2021-10-19 07:57:09.000,2020-06-21 08:52:55.000,888.0,5666.0,198.0,6.0,105.0,39.0,MIT,,pkuseg-python,conda-forge/pkuseg-python,155.0,155.0,https://pypi.org/project/pkuseg-python,,2095.0,https://anaconda.org/conda-forge/pkuseg-python,,,2.0,3.0,,,71253.0,
437,icecream,"Inspect variables, expressions, and program execution with a single, simple function call.",Debugging Tools,,https://github.com/gruns/icecream,True,22,gruns/icecream,https://github.com/gruns/icecream,2018-02-13 18:56:12.000,2021-11-25 13:01:24.000,2021-08-31 15:45:26.000,111.0,5550.0,213.0,16.0,23.0,56.0,MIT,,icecream,conda-forge/icecream,,,https://pypi.org/project/icecream,115206.0,115428.0,https://anaconda.org/conda-forge/icecream,2021-06-23 10:06:41.106,1556.0,5.0,2.0,2021-06-22 20:52:25.000,2.1.1,,
438,mimesis,is a Python library that help you generate fake data.,Testing,,https://github.com/lk-geimfari/mimesis,True,22,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,2016-09-09 21:41:22.000,2021-11-24 16:49:16.000,2021-11-24 16:49:09.000,272.0,3420.0,2083.0,105.0,1.0,296.0,MIT,,mimesis,conda-forge/mimesis,,,https://pypi.org/project/mimesis,,247.0,https://anaconda.org/conda-forge/mimesis,2020-07-15 18:05:16.129,3927.0,32.0,3.0,2021-11-05 21:29:36.000,5.1.0,184.0,
439,Coconut,"A variant of Python built for simple, elegant, Pythonic functional programming.",Functional Programming,,https://github.com/evhub/coconut,True,22,evhub/coconut,https://github.com/evhub/coconut,2014-10-04 23:43:11.000,2021-11-19 04:45:01.000,2021-11-07 06:14:08.000,99.0,3402.0,3816.0,29.0,62.0,463.0,Apache-2.0,,coconut,conda-forge/coconut,,,https://pypi.org/project/coconut,,2219.0,https://anaconda.org/conda-forge/coconut,2021-11-09 00:59:20.947,113212.0,31.0,3.0,2021-11-06 08:26:50.000,1.6.0,,
440,ftfy,Makes Unicode text less broken and more consistent automagically.,Text Processing,,https://github.com/rspeer/python-ftfy,True,22,LuminosoInsight/python-ftfy,https://github.com/rspeer/python-ftfy,2012-08-24 16:14:59.000,2021-05-24 05:15:40.000,2021-05-17 19:04:10.000,101.0,3101.0,590.0,18.0,11.0,111.0,MIT,rspeer/python-ftfy,python-ftfy,conda-forge/python-ftfy,4340.0,4340.0,https://pypi.org/project/python-ftfy,,,https://anaconda.org/conda-forge/python-ftfy,,,2.0,2.0,2021-08-23 21:02:05.000,6.0.3,,
441,python-docx,"Reads, queries and modifies Microsoft Word 2007/2008 docx files.",Specific Formats Processing,,https://github.com/python-openxml/python-docx,True,22,python-openxml/python-docx,https://github.com/python-openxml/python-docx,2013-10-15 14:50:41.000,2021-11-03 15:28:40.000,2021-05-15 21:39:29.000,732.0,2873.0,979.0,14.0,389.0,483.0,MIT,,python-docx,conda-forge/python-docx,,,https://pypi.org/project/python-docx,918421.0,919896.0,https://anaconda.org/conda-forge/python-docx,2021-05-27 13:13:56.999,92985.0,6.0,3.0,,,,
442,django-taggit,Simple tagging for Django.,Tagging,,https://github.com/jazzband/django-taggit,True,22,jazzband/django-taggit,https://github.com/jazzband/django-taggit,2009-12-08 23:40:49.000,2021-11-23 02:43:03.000,2021-11-23 02:43:03.000,537.0,2741.0,954.0,138.0,67.0,305.0,BSD-3-Clause,,django-taggit,conda-forge/django-taggit,,,https://pypi.org/project/django-taggit,262098.0,263378.0,https://anaconda.org/conda-forge/django-taggit,2021-11-16 16:26:36.022,87095.0,11.0,1.0,,,,
443,sqlparse,A non-validating SQL parser.,Text Processing,,https://github.com/andialbrecht/sqlparse,True,22,andialbrecht/sqlparse,https://github.com/andialbrecht/sqlparse,2012-04-18 19:33:21.000,2021-11-10 04:50:12.000,2021-09-10 12:19:19.000,508.0,2642.0,1169.0,91.0,189.0,266.0,BSD-3-Clause,,sqlparse,conda-forge/sqlparse,,,https://pypi.org/project/sqlparse,,8423.0,https://anaconda.org/conda-forge/sqlparse,2021-09-10 23:44:58.564,513824.0,9.0,2.0,,,,
444,pywebview,A lightweight cross-platform native wrapper around a webview component.,GUI Development,,https://github.com/r0x0r/pywebview,True,22,r0x0r/pywebview/,https://github.com/r0x0r/pywebview,2014-11-20 11:05:46.000,2021-11-22 11:36:17.000,2021-11-22 11:36:16.000,347.0,2609.0,1319.0,,35.0,540.0,BSD-3-Clause,,,conda-forge/,547.0,547.0,,,,https://anaconda.org/conda-forge/,,,43.0,3.0,2021-08-02 10:03:08.000,3.5,,
445,implicit,A fast Python implementation of collaborative filtering for implicit datasets.,Recommender Systems,,https://github.com/benfred/implicit,True,22,benfred/implicit,https://github.com/benfred/implicit,2016-04-17 03:45:23.000,2021-11-18 21:56:40.000,2021-10-02 05:11:29.000,504.0,2546.0,,30.0,85.0,281.0,MIT,,implicit,conda-forge/implicit,505.0,505.0,https://pypi.org/project/implicit,,6880.0,https://anaconda.org/conda-forge/implicit,2021-08-29 07:42:53.163,316521.0,13.0,2.0,,,,
446,grab,Site scraping framework.,Web Crawling,,https://github.com/lorien/grab,True,22,lorien/grab,https://github.com/lorien/grab,2013-05-01 08:10:22.000,2021-02-22 09:46:08.000,2020-12-08 03:50:03.000,252.0,2143.0,2179.0,65.0,27.0,190.0,MIT,,grab,conda-forge/grab,330.0,330.0,https://pypi.org/project/grab,,,https://anaconda.org/conda-forge/grab,,,5.0,2.0,2018-05-14 08:49:17.000,0.6.40,,
447,ply,Implementation of lex and yacc parsing tools for Python.,Text Processing,,https://github.com/dabeaz/ply,True,22,dabeaz/ply,https://github.com/dabeaz/ply,2011-01-02 14:27:00.000,2021-10-15 10:09:47.000,2020-06-18 20:04:22.000,341.0,2048.0,302.0,32.0,27.0,142.0,,,ply,conda-forge/ply,,,https://pypi.org/project/ply,5793447.0,5808480.0,https://anaconda.org/conda-forge/ply,2018-07-07 11:33:23.260,871941.0,4.0,2.0,,,,
448,elpy,Emacs Python Development Environment.,Editor Plugins and IDEs,,https://github.com/jorgenschaefer/elpy,True,22,jorgenschaefer/elpy,https://github.com/jorgenschaefer/elpy,2012-10-29 22:28:49.000,2021-11-16 02:26:23.000,2021-10-16 10:09:52.000,226.0,1741.0,1395.0,80.0,354.0,1183.0,GPL-3.0,,elpy,conda-forge/elpy,201.0,201.0,https://pypi.org/project/elpy,862.0,862.0,https://anaconda.org/conda-forge/elpy,,,,2.0,,,,
449,iredis,Redis CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/laixintao/iredis,True,22,laixintao/iredis,https://github.com/laixintao/iredis,2019-01-18 08:31:15.000,2021-11-22 16:12:41.000,2021-11-22 16:12:40.000,72.0,1639.0,1571.0,24.0,57.0,129.0,BSD-3-Clause,,iredis,conda-forge/iredis,,,https://pypi.org/project/iredis,947.0,1199.0,https://anaconda.org/conda-forge/iredis,,,32.0,2.0,2021-07-15 10:20:16.000,1.9.4,6817.0,
450,chardet,Python 2/3 compatible character encoding detector.,Text Processing,,https://github.com/chardet/chardet,True,22,chardet/chardet,https://github.com/chardet/chardet,2012-07-26 20:30:54.000,2021-11-15 20:26:37.000,2021-10-22 11:34:40.000,215.0,1626.0,349.0,44.0,57.0,61.0,LGPL-2.1,,chardet,conda-forge/chardet,,,https://pypi.org/project/chardet,,255145.0,https://anaconda.org/conda-forge/chardet,2021-11-02 01:16:26.403,14543288.0,9.0,2.0,2020-12-10 19:24:18.000,4.0.0,,
451,pycallgraph,A library that visualises the flow (call graph) of your Python application.,Code Analysis,,https://github.com/gak/pycallgraph,True,22,gak/pycallgraph,https://github.com/gak/pycallgraph,2009-08-11 01:03:55.000,2018-11-08 19:11:57.000,2018-02-28 08:36:41.000,260.0,1590.0,250.0,23.0,48.0,109.0,GPL-2.0,,pycallgraph,conda-forge/pycallgraph,329.0,329.0,https://pypi.org/project/pycallgraph,24862.0,24862.0,https://anaconda.org/conda-forge/pycallgraph,,,,3.0,,,,
452,shortuuid,"A generator library for concise, unambiguous and URL-safe UUIDs.",Text Processing,,https://github.com/skorokithakis/shortuuid,True,22,skorokithakis/shortuuid,https://github.com/skorokithakis/shortuuid,2011-01-08 13:00:43.000,2021-11-11 15:32:53.069,2021-11-11 11:21:04.000,93.0,1552.0,142.0,23.0,,35.0,BSD-3-Clause,,shortuuid,conda-forge/shortuuid,,,https://pypi.org/project/shortuuid,1151332.0,1154514.0,https://anaconda.org/conda-forge/shortuuid,2021-11-11 15:32:53.069,120930.0,8.0,2.0,2020-03-06 11:40:22.000,1.0.0,,
453,Karate Club,Unsupervised machine learning toolbox for graph structured data.,Science,,https://github.com/benedekrozemberczki/karateclub,True,22,benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,2019-12-05 17:35:56.000,2021-11-21 17:31:34.000,2021-11-21 17:31:16.000,169.0,1440.0,2202.0,13.0,,64.0,GPL-3.0,,karateclub,conda-forge/karateclub,63.0,63.0,https://pypi.org/project/karateclub,,445.0,https://anaconda.org/conda-forge/karateclub,2021-08-05 16:57:31.500,7123.0,97.0,3.0,2021-09-29 21:05:51.000,_10202,,
454,pyinfra,A versatile CLI tools and python libraries to automate infrastructure.,DevOps Tools,,https://github.com/Fizzadar/pyinfra,True,22,Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,2014-10-19 19:37:45.000,2021-11-16 08:48:53.000,2021-11-14 11:23:38.000,251.0,1394.0,,59.0,82.0,419.0,MIT,,pyinfra,conda-forge/pyinfra,36.0,36.0,https://pypi.org/project/pyinfra,11775.0,11775.0,https://anaconda.org/conda-forge/pyinfra,,,69.0,3.0,2021-11-14 11:27:35.000,1.5,,
455,pdb++,Another drop-in replacement for pdb.,Debugging Tools,,https://github.com/pdbpp/pdbpp,True,22,antocuni/pdb,https://github.com/pdbpp/pdbpp,2017-06-11 13:42:16.000,2021-10-16 20:16:40.000,2021-09-28 22:57:23.000,45.0,831.0,697.0,40.0,60.0,116.0,BSD-3-Clause,pdbpp/pdbpp,pdb,conda-forge/pdb,2406.0,2406.0,https://pypi.org/project/pdb,,,https://anaconda.org/conda-forge/pdb,,,3.0,2.0,2021-07-09 22:21:56.000,0.10.3,,
456,green,"A clean, colorful test runner.",Testing,,https://github.com/CleanCut/green,True,22,CleanCut/green,https://github.com/CleanCut/green,2014-04-01 20:08:18.000,2021-07-24 08:50:12.000,2021-07-16 01:00:57.000,70.0,716.0,1048.0,37.0,2.0,165.0,MIT,,green,conda-forge/green,616.0,616.0,https://pypi.org/project/green,17781.0,19574.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157,89651.0,5.0,3.0,,,,
457,untangle,Converts XML documents to Python objects for easy access.,HTML Manipulation,,https://github.com/stchris/untangle,True,22,stchris/untangle,https://github.com/stchris/untangle,2011-06-05 10:12:12.000,2021-02-25 17:01:01.000,2020-08-07 11:25:46.000,78.0,533.0,195.0,13.0,18.0,26.0,MIT,,untangle,conda-forge/untangle,747.0,747.0,https://pypi.org/project/untangle,119471.0,119583.0,https://anaconda.org/conda-forge/untangle,2020-06-30 01:01:03.774,1830.0,1.0,3.0,2014-06-28 01:04:44.000,1.1.0,522.0,
458,purl,"A simple, immutable URL class with a clean API for interrogation and manipulation.",URL Manipulation,,https://github.com/codeinthehole/purl,True,22,codeinthehole/purl,https://github.com/codeinthehole/purl,2012-03-27 21:18:43.000,2021-11-15 17:46:59.000,2021-05-15 21:00:41.000,34.0,263.0,192.0,18.0,5.0,15.0,MIT,,purl,conda-forge/purl,1835.0,1835.0,https://pypi.org/project/purl,44396.0,44396.0,https://anaconda.org/conda-forge/purl,,,,3.0,,,,
459,CPython,"**Default, most widely used implementation of the Python programming language written in C.**.",Implementations,,https://github.com/python/cpython,True,21,python/cpython,https://github.com/python/cpython,2017-02-10 19:23:51.000,2021-11-25 13:26:59.000,2021-11-25 12:30:48.000,20349.0,41419.0,,1859.0,,,,,cpython,conda-forge/cpython,,,https://pypi.org/project/cpython,10356.0,10356.0,https://anaconda.org/conda-forge/cpython,,,,2.0,,,,
460,Ray,A system for parallel and distributed Python that unifies the machine learning ecosystem.,Distributed Computing,,https://github.com/ray-project/ray,True,21,ray-project/ray/,https://github.com/ray-project/ray,2016-10-25 19:38:30.000,2021-11-25 14:07:34.000,2021-11-25 12:39:02.000,2991.0,18268.0,10543.0,,1803.0,6673.0,Apache-2.0,,,conda-forge/,,,,,,https://anaconda.org/conda-forge/,,,49.0,3.0,2021-11-02 18:33:14.000,ray-1.8.0,,
