,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,dependent_project_count,github_dependent_project_count,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending
230,PyMySQL,A pure Python MySQL driver compatible to mysql-python.,Database Drivers,,https://github.com/PyMySQL/PyMySQL,True,34,PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,2011-07-27 17:38:47.000,2023-08-22 09:27:10.000,2023-06-30 16:29:58,1338.0,7367.0,122.0,12.0,626.0,,MIT,,181741.0,181741.0,PyMySQL,conda-forge/PyMySQL,2023-06-26 05:34:54,1.1.0,12.0,https://pypi.org/project/PyMySQL,58359901.0,58392165.0,https://anaconda.org/conda-forge/PyMySQL,2023-06-26 13:59:27.383,1193772.0,1.0,,
231,isort,A Python utility / library to sort imports.,Code Analysis,,https://github.com/PyCQA/isort,True,34,timothycrosley/isort,https://github.com/PyCQA/isort,2013-09-02 22:22:53.000,2023-08-22 11:58:33.000,2023-08-20 20:18:05,524.0,5982.0,286.0,160.0,1062.0,,MIT,PyCQA/isort,410511.0,410511.0,isort,conda-forge/isort,2023-01-30 09:41:30,5.11.5,100.0,https://pypi.org/project/isort,26827550.0,26888612.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5190319.0,1.0,,
232,attrs,"Replacement for `__init__`, `__eq__`, `__repr__`, etc. boilerplate in class definitions.",Built-in Classes Enhancement,,https://github.com/python-attrs/attrs,True,34,python-attrs/attrs,https://github.com/python-attrs/attrs,2015-01-27 15:01:01.000,2023-08-20 10:08:08.000,2023-08-20 10:08:07,336.0,4883.0,145.0,116.0,535.0,,MIT,,809957.0,809957.0,attrs,conda-forge/attrs,2023-04-16 10:45:01,23.1.0,18.0,https://pypi.org/project/attrs,122961476.0,123362890.0,https://anaconda.org/conda-forge/attrs,2023-06-16 13:22:51.814,30908910.0,1.0,,
233,jsonschema,An implementation of [JSON Schema](http://json-schema.org/) for Python.,Data Validation,,https://github.com/python-jsonschema/jsonschema,True,34,Julian/jsonschema,https://github.com/python-jsonschema/jsonschema,2011-12-30 03:37:43.000,2023-08-29 05:31:54.000,2023-08-29 05:31:53,544.0,4227.0,108.0,28.0,750.0,,MIT,python-jsonschema/jsonschema,437467.0,437467.0,jsonschema,conda-forge/jsonschema,2023-08-07 07:44:59,4.19.0,56.0,https://pypi.org/project/jsonschema,98966766.0,99629323.0,https://anaconda.org/conda-forge/jsonschema,2023-08-11 13:47:58.317,22526896.0,1.0,60.0,
234,Mistune,Fastest and full featured pure Python parsers of Markdown.,Specific Formats Processing,,https://github.com/lepture/mistune,True,34,lepture/mistune,https://github.com/lepture/mistune,2014-02-18 10:13:04.000,2023-08-18 07:35:18.000,2023-08-18 07:34:40,229.0,2312.0,40.0,17.0,244.0,649.0,BSD-3-Clause,,236752.0,236752.0,mistune,conda-forge/mistune,2023-06-09 23:57:59,3.0.1,14.0,https://pypi.org/project/mistune,17854992.0,18280042.0,https://anaconda.org/conda-forge/mistune,2023-08-15 16:28:11.153,14451709.0,1.0,,
235,jieba,The most popular Chinese text segmentation library.,Natural Language Processing,,https://github.com/fxsjy/jieba,True,33,fxsjy/jieba,https://github.com/fxsjy/jieba,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778,2020-02-15 08:33:35,6447.0,31143.0,49.0,611.0,219.0,523.0,MIT,,23718.0,23718.0,jieba,conda-forge/jieba,2020-01-20 14:23:50,0.42.1,9.0,https://pypi.org/project/jieba,559452.0,561351.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,144337.0,1.0,,
236,cookiecutter,A command-line utility that creates projects from cookiecutters (project templates).,Command-line Tools,,https://github.com/cookiecutter/cookiecutter,True,33,audreyr/cookiecutter,https://github.com/cookiecutter/cookiecutter,2013-07-14 18:31:22.000,2023-08-25 08:05:58.000,2023-08-03 20:35:19,1833.0,20174.0,303.0,188.0,613.0,,BSD-3-Clause,cookiecutter/cookiecutter,22092.0,22092.0,cookiecutter,conda-forge/cookiecutter,2023-08-03 20:34:06,2.3.0,25.0,https://pypi.org/project/cookiecutter,2526780.0,2557244.0,https://anaconda.org/conda-forge/cookiecutter,2023-08-04 13:31:34.809,822529.0,1.0,,
237,saltstack,Infrastructure automation and management system.,DevOps Tools,,https://github.com/saltstack/salt,True,33,saltstack/salt,https://github.com/saltstack/salt,2011-02-20 20:16:56.000,2023-08-31 14:00:09.000,2023-08-30 11:41:10,5224.0,13471.0,3894.0,2547.0,23284.0,118339.0,Apache-2.0,,691.0,691.0,salt,conda-forge/salt,2023-08-10 19:25:03,3005.2,100.0,https://pypi.org/project/salt,52833.0,53348.0,https://anaconda.org/conda-forge/salt,2023-06-16 13:17:35.929,28744.0,2.0,15777.0,
238,falcon,A high-performance framework for building cloud APIs and web app backends.,RESTful API,,https://github.com/falconry/falcon,True,33,falconry/falcon,https://github.com/falconry/falcon,2012-12-06 18:17:51.000,2023-08-31 08:33:24.000,2023-08-21 21:45:34,899.0,9235.0,201.0,150.0,834.0,1882.0,Apache-2.0,,8413.0,8413.0,falcon,conda-forge/falcon,2022-11-18 19:44:20,3.1.1,16.0,https://pypi.org/project/falcon,596826.0,601055.0,https://anaconda.org/conda-forge/falcon,2023-06-16 13:21:50.744,338086.0,2.0,5018.0,
239,scapy,A brilliant packet manipulation library.,Hardware,,https://github.com/secdev/scapy,True,33,secdev/scapy,https://github.com/secdev/scapy,2015-10-01 17:06:46.000,2023-08-31 04:20:29.000,2023-08-29 08:54:10,1819.0,9142.0,430.0,73.0,1411.0,6252.0,GPL-2.0,,11788.0,11788.0,scapy,conda-forge/scapy,2022-12-25 10:20:36,2.5.0,13.0,https://pypi.org/project/scapy,2267332.0,2269277.0,https://anaconda.org/conda-forge/scapy,2023-06-16 16:15:58.809,95331.0,1.0,,
240,rq,Simple job queues for Python.,Task Queues,,https://github.com/rq/rq,True,33,rq/rq,https://github.com/rq/rq,2011-11-14 10:53:48.000,2023-08-31 04:54:25.000,2023-08-17 01:44:46,1339.0,9076.0,298.0,149.0,925.0,1795.0,,,14363.0,14363.0,rq,conda-forge/rq,2023-06-21 01:53:02,1.15.1,27.0,https://pypi.org/project/rq,971589.0,972716.0,https://anaconda.org/conda-forge/rq,2023-06-16 13:18:02.675,95816.0,1.0,,
241,paramiko,The leading native Python SSHv2 protocol library.,Cryptography,,https://github.com/paramiko/paramiko,True,33,paramiko/paramiko,https://github.com/paramiko/paramiko,2009-02-02 03:41:08.000,2023-08-31 02:12:15.000,2023-08-31 02:12:11,1845.0,8476.0,187.0,761.0,768.0,,LGPL-2.1,,82539.0,82539.0,paramiko,conda-forge/paramiko,,,29.0,https://pypi.org/project/paramiko,45219178.0,45318669.0,https://anaconda.org/conda-forge/paramiko,2023-07-30 12:08:35.453,3681189.0,1.0,,
242,Altair,Declarative statistical visualization library for Python.,Data Visualization,,https://github.com/altair-viz/altair,True,33,altair-viz/altair,https://github.com/altair-viz/altair,2015-09-19 03:14:04.000,2023-08-30 19:10:45.196,2023-08-30 13:58:07,700.0,8442.0,157.0,180.0,1657.0,,BSD-3-Clause,,70260.0,70260.0,altair,conda-forge/altair,2023-08-30 11:35:46,5.1.1,25.0,https://pypi.org/project/altair,14207664.0,14306585.0,https://anaconda.org/conda-forge/altair,2023-08-30 19:10:45.196,1978402.0,2.0,81.0,
243,hypothesis,Hypothesis is an advanced Quickcheck style property based testing library.,Testing,,https://github.com/HypothesisWorks/hypothesis,True,33,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,2013-03-10 13:51:19.000,2023-08-31 02:28:35.000,2023-08-28 19:31:21,541.0,6874.0,314.0,43.0,1381.0,13208.0,,,22201.0,22201.0,hypothesis,conda-forge/hypothesis,2023-04-26 08:30:52,hypothesis-python-6.74.0,696.0,https://pypi.org/project/hypothesis,6230737.0,6437261.0,https://anaconda.org/conda-forge/hypothesis,2023-08-28 21:26:37.032,8054456.0,2.0,,
244,sh,A full-fledged subprocess replacement for Python.,Processes,,https://github.com/amoffat/sh,True,33,amoffat/sh,https://github.com/amoffat/sh,2012-01-15 05:52:06.000,2023-08-10 02:31:43.807,2023-08-10 01:24:28,478.0,6685.0,96.0,4.0,457.0,1464.0,MIT,,13020.0,13020.0,sh,conda-forge/sh,2023-08-14 08:32:59,2.0.0,11.0,https://pypi.org/project/sh,4356262.0,4361613.0,https://anaconda.org/conda-forge/sh,2023-08-10 02:31:43.807,181965.0,1.0,,
245,flask-restful,Quickly building REST APIs for Flask.,RESTful API,,https://github.com/flask-restful/flask-restful,True,33,flask-restful/flask-restful,https://github.com/flask-restful/flask-restful,2012-10-12 00:08:51.000,2023-08-26 01:04:16.000,2023-05-21 03:47:13,993.0,6650.0,161.0,96.0,456.0,837.0,BSD-3-Clause,,96449.0,96449.0,flask-restful,conda-forge/flask-restful,2014-03-04 22:01:44,0.2.12,6.0,https://pypi.org/project/flask-restful,1569432.0,1571462.0,https://anaconda.org/conda-forge/flask-restful,2023-06-16 13:21:11.595,168535.0,2.0,,
246,virtualenv,A tool to create isolated Python environments.,Environment Management,,https://github.com/pypa/virtualenv,True,33,pypa/virtualenv,https://github.com/pypa/virtualenv,2011-03-06 14:33:27.000,2023-08-30 19:19:12.197,2023-08-30 14:32:38,938.0,4531.0,108.0,16.0,1281.0,,MIT,,305086.0,305086.0,virtualenv,conda-forge/virtualenv,2023-08-30 14:33:07,20.24.4,63.0,https://pypi.org/project/virtualenv,88428874.0,88579519.0,https://anaconda.org/conda-forge/virtualenv,2023-08-30 19:19:12.197,5121948.0,1.0,,
247,tablib,"A module for Tabular Datasets in XLS, CSV, JSON, YAML.",Specific Formats Processing,,https://github.com/jazzband/tablib,True,33,jazzband/tablib,https://github.com/jazzband/tablib,2011-03-28 02:36:50.000,2023-08-02 14:58:13.000,2023-08-02 14:58:13,548.0,4273.0,122.0,27.0,217.0,1173.0,MIT,,71152.0,71152.0,tablib,conda-forge/tablib,2023-06-11 17:06:31,3.5.0,16.0,https://pypi.org/project/tablib,1916521.0,1917638.0,https://anaconda.org/conda-forge/tablib,2023-06-12 13:40:38.968,90518.0,1.0,,
248,responses,A utility library for mocking out the requests Python library.,Testing,,https://github.com/getsentry/responses,True,33,getsentry/responses,https://github.com/getsentry/responses,2013-11-15 23:28:18.000,2023-08-24 21:17:00.000,2023-08-24 20:14:23,312.0,3927.0,121.0,4.0,272.0,727.0,Apache-2.0,,29530.0,29530.0,responses,conda-forge/responses,2023-08-01 14:19:31,0.23.3,40.0,https://pypi.org/project/responses,12027877.0,12076819.0,https://anaconda.org/conda-forge/responses,2023-07-27 14:43:01.872,1859771.0,2.0,171.0,
249,authlib,JavaScript Object Signing and Encryption draft implementation.,Authentication,,https://github.com/lepture/authlib,True,33,lepture/authlib,https://github.com/lepture/authlib,2017-10-27 06:52:26.000,2023-08-29 16:11:23.000,2023-08-29 16:11:22,368.0,3909.0,98.0,53.0,337.0,1340.0,BSD-3-Clause,,27865.0,27865.0,authlib,conda-forge/authlib,2022-12-06 08:43:24,1.2.0,31.0,https://pypi.org/project/authlib,6402575.0,6405531.0,https://anaconda.org/conda-forge/authlib,2023-06-26 08:15:44.096,115314.0,2.0,,
250,itsdangerous,Various helpers to pass trusted data to untrusted environments.,Miscellaneous,,https://github.com/pallets/itsdangerous,True,33,pallets/itsdangerous,https://github.com/pallets/itsdangerous,2011-06-24 00:09:55.000,2023-08-01 16:16:51.000,2023-08-01 16:16:49,208.0,2715.0,42.0,1.0,109.0,,BSD-3-Clause,,905484.0,905484.0,itsdangerous,conda-forge/itsdangerous,2022-03-24 15:14:38,2.1.2,7.0,https://pypi.org/project/itsdangerous,48678829.0,48750844.0,https://anaconda.org/conda-forge/itsdangerous,2023-06-16 13:24:58.387,6049264.0,1.0,,
251,motor,The async Python driver for MongoDB.,Database Drivers,,https://github.com/mongodb/motor,True,33,mongodb/motor,https://github.com/mongodb/motor,2013-01-11 21:34:44.000,2023-08-31 09:46:51.000,2023-08-31 09:46:51,189.0,2199.0,45.0,,,1744.0,Apache-2.0,,68352.0,68352.0,motor,conda-forge/motor,2023-08-24 20:50:30,3.3.0,11.0,https://pypi.org/project/motor,1100867.0,1102643.0,https://anaconda.org/conda-forge/motor,2023-08-25 03:00:18.326,60399.0,2.0,,
252,pyglet,A cross-platform windowing and multimedia library for Python.,GUI Development,,https://github.com/pyglet/pyglet,True,33,pyglet/pyglet,https://github.com/pyglet/pyglet,2016-07-15 15:07:12.983,2023-08-31 10:10:07.000,2023-08-30 07:24:10,272.0,1561.0,153.0,94.0,407.0,5851.0,BSD-3-Clause,,22973.0,22973.0,pyglet,conda-forge/pyglet,2023-07-29 12:53:07,2.0.9,42.0,https://pypi.org/project/pyglet,265945.0,272504.0,https://anaconda.org/conda-forge/pyglet,2023-06-16 13:25:06.751,557570.0,1.0,,
253,gym,A toolkit for developing and comparing reinforcement learning algorithms.,Machine Learning,,https://github.com/openai/gym,True,32,openai/gym,https://github.com/openai/gym,2016-04-27 14:59:16.000,2023-08-01 15:41:14.000,2023-01-30 18:15:21,7991.0,32626.0,384.0,66.0,1715.0,1757.0,,,45097.0,45097.0,gym,conda-forge/gym,2022-10-04 16:39:12,0.26.2,19.0,https://pypi.org/project/gym,346376.0,352504.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,245131.0,2.0,,
254,Bokeh,Interactive Web Plotting for Python.,Data Visualization,,https://github.com/bokeh/bokeh,True,32,bokeh/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000,2023-08-31 13:25:45.000,2023-08-30 03:43:05,4020.0,17890.0,668.0,735.0,6651.0,,BSD-3-Clause,,75027.0,75027.0,bokeh,conda-forge/bokeh,,,53.0,https://pypi.org/project/bokeh,5623362.0,5950242.0,https://anaconda.org/conda-forge/bokeh,2023-08-14 08:47:36.698,12421449.0,2.0,,
255,sanic,A Python 3.6+ web server and web framework that's written to go fast.,RESTful API,,https://github.com/sanic-org/sanic,True,32,huge-success/sanic,https://github.com/sanic-org/sanic,2016-05-26 04:38:22.000,2023-08-31 13:52:52.000,2023-08-30 17:03:22,1486.0,17269.0,334.0,64.0,1256.0,,MIT,sanic-org/sanic,13861.0,13861.0,sanic,conda-forge/sanic,2023-07-25 12:58:50,23.6.0,68.0,https://pypi.org/project/sanic,832163.0,840046.0,https://anaconda.org/conda-forge/sanic,2023-08-01 16:38:00.695,299574.0,2.0,,
256,yapf,Yet another Python code formatter from Google.,Code Analysis,,https://github.com/google/yapf,True,32,google/yapf,https://github.com/google/yapf,2015-03-18 18:22:31.000,2023-08-31 12:43:11.000,2023-08-28 20:13:50,860.0,13372.0,149.0,352.0,440.0,,Apache-2.0,,82042.0,82042.0,yapf,conda-forge/yapf,,,26.0,https://pypi.org/project/yapf,4845521.0,4901374.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1563906.0,2.0,,
257,dask,A flexible parallel computing library for analytic computing.,Distributed Computing,,https://github.com/dask/dask,True,32,dask/dask,https://github.com/dask/dask,2015-01-04 18:50:00.000,2023-08-31 13:55:24.000,2023-08-30 18:45:40,1597.0,11338.0,584.0,786.0,4019.0,,BSD-3-Clause,,52155.0,52155.0,dask,conda-forge/dask,,,153.0,https://pypi.org/project/dask,10486311.0,10740443.0,https://anaconda.org/conda-forge/dask,2023-08-18 22:28:14.439,9911163.0,2.0,,
258,Theano,A library for fast numerical computation.,Deep Learning,,https://github.com/Theano/Theano,True,32,Theano/Theano,https://github.com/Theano/Theano,2011-08-10 03:48:06.000,2023-07-01 12:19:02.000,2022-12-20 16:49:55,2411.0,9773.0,386.0,587.0,2087.0,28132.0,,,14212.0,14212.0,Theano,conda-forge/Theano,,,8.0,https://pypi.org/project/Theano,446184.0,473894.0,https://anaconda.org/conda-forge/Theano,2023-06-16 13:23:49.668,2355379.0,3.0,,
259,fuzzywuzzy,Fuzzy String Matching.,Text Processing,,https://github.com/seatgeek/fuzzywuzzy,True,32,seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603,2021-09-09 20:54:41,875.0,8948.0,70.0,82.0,103.0,384.0,GPL-2.0,,20127.0,20127.0,fuzzywuzzy,conda-forge/fuzzywuzzy,2020-02-13 22:14:12,0.18.0,23.0,https://pypi.org/project/fuzzywuzzy,5074161.0,5080076.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,502854.0,2.0,,
260,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,Package Management,,https://github.com/jazzband/pip-tools,True,32,jazzband/pip-tools,https://github.com/jazzband/pip-tools,2012-09-10 08:50:26.000,2023-08-23 09:36:39.000,2023-08-23 09:36:39,510.0,7034.0,196.0,134.0,848.0,,BSD-3-Clause,,22227.0,22227.0,pip-tools,conda-forge/pip-tools,2023-08-08 23:35:03,7.3.0,67.0,https://pypi.org/project/pip-tools,9977393.0,9980332.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,114640.0,1.0,,
261,marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,Serialization,,https://github.com/marshmallow-code/marshmallow,True,32,marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,2013-11-10 21:32:24.000,2023-08-29 06:52:36.000,2023-08-29 06:52:35,602.0,6640.0,207.0,139.0,1033.0,,MIT,,94820.0,94820.0,marshmallow,conda-forge/marshmallow,,,54.0,https://pypi.org/project/marshmallow,26966012.0,27018888.0,https://anaconda.org/conda-forge/marshmallow,2023-07-21 07:34:27.618,2009302.0,1.0,,
262,Pendulum,Python datetimes made easy.,Date and Time,,https://github.com/sdispater/pendulum,True,32,sdispater/pendulum,https://github.com/sdispater/pendulum,2016-06-27 23:37:53.000,2023-08-19 19:59:58.000,2023-08-17 23:23:46,327.0,5567.0,93.0,188.0,287.0,822.0,MIT,,21959.0,21959.0,pendulum,conda-forge/pendulum,2020-07-24 18:17:05,2.1.2,46.0,https://pypi.org/project/pendulum,11665383.0,11676333.0,https://anaconda.org/conda-forge/pendulum,2023-06-16 13:18:58.963,810276.0,1.0,166.0,
263,trio,A friendly library for async concurrency and I/O.,Asynchronous Programming,,https://github.com/python-trio/trio,True,32,python-trio/trio,https://github.com/python-trio/trio,2017-01-16 04:45:25.000,2023-08-31 07:01:12.000,2023-08-30 06:11:28,298.0,5521.0,147.0,271.0,463.0,5353.0,,,39215.0,39215.0,trio,conda-forge/trio,2023-07-12 23:13:04,0.22.2,22.0,https://pypi.org/project/trio,7668176.0,7708193.0,https://anaconda.org/conda-forge/trio,2023-07-13 01:36:01.989,1320567.0,3.0,,
264,xmltodict,Working with XML feel like you are working with JSON.,HTML Manipulation,,https://github.com/martinblech/xmltodict,True,32,martinblech/xmltodict,https://github.com/martinblech/xmltodict,2012-04-17 14:38:21.000,2023-08-03 13:17:25.000,2023-03-12 19:26:01,447.0,5216.0,49.0,78.0,162.0,221.0,MIT,,57359.0,57359.0,xmltodict,conda-forge/xmltodict,,,4.0,https://pypi.org/project/xmltodict,29810928.0,29849302.0,https://anaconda.org/conda-forge/xmltodict,2023-06-16 13:20:35.475,3223429.0,1.0,,
265,Toolz,"A collection of functional utilities for iterators, functions, and dictionaries.",Functional Programming,,https://github.com/pytoolz/toolz,True,32,pytoolz/toolz,https://github.com/pytoolz/toolz,2013-09-13 02:18:43.000,2023-07-20 06:11:18.000,2022-11-03 19:39:10,232.0,4311.0,75.0,79.0,142.0,1206.0,,,108395.0,108395.0,toolz,conda-forge/toolz,2022-07-10 04:29:08,0.12.0,10.0,https://pypi.org/project/toolz,22400217.0,22605787.0,https://anaconda.org/conda-forge/toolz,2023-06-16 13:17:29.659,17679064.0,2.0,,
266,XlsxWriter,A Python module for creating Excel .xlsx files.,Specific Formats Processing,,https://github.com/jmcnamara/XlsxWriter,True,32,jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,2013-01-04 01:07:06.000,2023-08-29 12:05:25.000,2023-06-15 23:29:54,602.0,3320.0,47.0,14.0,872.0,1170.0,BSD-2-Clause,,65370.0,65370.0,XlsxWriter,conda-forge/XlsxWriter,,,56.0,https://pypi.org/project/XlsxWriter,12317255.0,12355546.0,https://anaconda.org/conda-forge/XlsxWriter,2023-06-16 13:24:40.150,2871844.0,2.0,,
267,python-decouple,Strict separation of settings from code.,Configuration,,https://github.com/HBNetwork/python-decouple,True,32,henriquebastos/python-decouple,https://github.com/HBNetwork/python-decouple,2014-02-25 04:16:08.000,2023-06-16 13:21:51.317,2023-04-17 23:37:12,177.0,2502.0,35.0,4.0,83.0,196.0,MIT,HBNetwork/python-decouple,107356.0,107356.0,python-decouple,conda-forge/python-decouple,2023-03-01 19:38:11,3.8,8.0,https://pypi.org/project/python-decouple,1574801.0,1575765.0,https://anaconda.org/conda-forge/python-decouple,2023-06-16 13:21:51.317,68511.0,1.0,12.0,
268,VCR.py,Record and replay HTTP interactions on your tests.,Testing,,https://github.com/kevin1024/vcrpy,True,32,kevin1024/vcrpy,https://github.com/kevin1024/vcrpy,2012-05-29 04:52:00.000,2023-08-28 13:55:55.000,2023-08-09 13:09:12,331.0,2471.0,136.0,86.0,279.0,1174.0,MIT,,7851.0,7851.0,vcrpy,conda-forge/vcrpy,2023-07-31 03:18:38,5.1.0,59.0,https://pypi.org/project/vcrpy,1589468.0,1597965.0,https://anaconda.org/conda-forge/vcrpy,2023-07-31 18:22:06.572,314397.0,2.0,,
269,wemake-python-styleguide,The strictest and most opinionated python linter ever.,Code Analysis,,https://github.com/wemake-services/wemake-python-styleguide,True,32,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,2018-03-09 21:04:25.000,2023-08-29 05:54:21.000,2023-08-29 05:54:18,371.0,2270.0,182.0,104.0,960.0,2262.0,MIT,,15161.0,15161.0,wemake-python-styleguide,conda-forge/wemake-python-styleguide,2023-05-31 14:30:27,0.18.0,55.0,https://pypi.org/project/wemake-python-styleguide,222493.0,222493.0,https://anaconda.org/conda-forge/wemake-python-styleguide,,,2.0,,
270,MarkupSafe,Implements a XML/HTML/XHTML Markup safe string for Python.,HTML Manipulation,,https://github.com/pallets/markupsafe,True,32,pallets/markupsafe,https://github.com/pallets/markupsafe,2010-06-22 17:22:58.000,2023-08-01 16:51:17.000,2023-08-01 16:51:15,129.0,546.0,41.0,,108.0,,BSD-3-Clause,,1327754.0,1327754.0,markupsafe,conda-forge/markupsafe,2023-06-02 21:45:17,2.1.3,11.0,https://pypi.org/project/markupsafe,131717478.0,132098740.0,https://anaconda.org/conda-forge/markupsafe,2023-06-03 05:40:53.859,33544950.0,1.0,1974.0,
271,EasyOCR,Ready-to-use OCR with 40+ languages supported.,Computer Vision,,https://github.com/JaidedAI/EasyOCR,True,31,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,2020-03-14 11:46:39.000,2023-08-29 14:22:33.000,2023-07-04 12:44:09,2634.0,19309.0,122.0,275.0,577.0,600.0,Apache-2.0,,3562.0,3562.0,EasyOCR,conda-forge/EasyOCR,2023-05-25 09:11:38,1.7.0,21.0,https://pypi.org/project/EasyOCR,119776.0,279649.0,https://anaconda.org/conda-forge/EasyOCR,2023-06-03 19:14:48.951,8024.0,1.0,6044733.0,
272,Prefect,"A modern workflow orchestration framework that makes it easy to build, schedule and monitor robust data pipelines.",Job Scheduler,,https://github.com/PrefectHQ/prefect,True,31,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,2018-06-29 21:59:26.000,2023-08-31 13:53:29.000,2023-08-31 13:48:37,1285.0,12693.0,191.0,523.0,3548.0,,Apache-2.0,,3662.0,3662.0,prefect,conda-forge/prefect,2023-08-24 19:16:59,2.11.5,183.0,https://pypi.org/project/prefect,656243.0,669296.0,https://anaconda.org/conda-forge/prefect,2023-08-30 18:58:31.393,509079.0,1.0,,
273,PySimpleGUI,"Wrapper for tkinter, Qt, WxPython and Remi.",GUI Development,,https://github.com/PySimpleGUI/PySimpleGUI,True,31,PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,2018-07-11 18:28:58.000,2023-08-28 11:09:55.000,2023-08-28 11:09:54,1726.0,11981.0,18.0,701.0,2689.0,6820.0,LGPL-3.0,,9469.0,9469.0,PySimpleGUI,conda-forge/PySimpleGUI,2023-06-09 10:14:19,4.60.5,46.0,https://pypi.org/project/PySimpleGUI,332675.0,335172.0,https://anaconda.org/conda-forge/PySimpleGUI,2023-06-16 16:16:23.007,119870.0,2.0,,
274,pelican,Static site generator that supports Markdown and reST syntax.,Static Site Generator,,https://github.com/getpelican/pelican,True,31,getpelican/pelican,https://github.com/getpelican/pelican,2010-10-16 18:57:40.000,2023-08-28 18:23:43.000,2023-08-27 14:47:45,1783.0,11738.0,445.0,50.0,1562.0,3647.0,AGPL-3.0,,7225.0,7225.0,pelican,conda-forge/pelican,2022-07-11 17:51:03,4.8.0,21.0,https://pypi.org/project/pelican,14779.0,16429.0,https://anaconda.org/conda-forge/pelican,2023-06-16 13:16:01.780,144405.0,1.0,854.0,
275,schedule,Python job scheduling for humans.,Job Scheduler,,https://github.com/dbader/schedule,True,31,dbader/schedule,https://github.com/dbader/schedule,2013-05-19 12:51:20.000,2023-08-17 11:21:45.000,2023-04-11 15:40:50,848.0,11043.0,58.0,136.0,281.0,389.0,MIT,,28081.0,28081.0,schedule,conda-forge/schedule,,,4.0,https://pypi.org/project/schedule,2085827.0,2086731.0,https://anaconda.org/conda-forge/schedule,2023-06-16 16:19:26.531,39803.0,1.0,,
276,PyAutoGUI,PyAutoGUI is a cross-platform GUI automation Python module for human beings.,Testing,,https://github.com/asweigart/pyautogui,True,31,asweigart/pyautogui,https://github.com/asweigart/pyautogui,2014-07-17 23:30:38.000,2023-08-29 23:13:35.000,2023-06-07 11:16:23,1079.0,8535.0,52.0,419.0,225.0,408.0,BSD-3-Clause,,26413.0,26413.0,pyautogui,conda-forge/pyautogui,,,12.0,https://pypi.org/project/pyautogui,621959.0,624937.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,205509.0,2.0,,
277,pydub,Manipulate audio with a simple and easy high level interface.,Audio,,https://github.com/jiaaro/pydub,True,31,jiaaro/pydub,https://github.com/jiaaro/pydub,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000,2022-12-08 17:49:19,951.0,7591.0,95.0,268.0,266.0,746.0,MIT,,37067.0,37067.0,pydub,conda-forge/pydub,2021-03-10 02:10:41,0.25.1,31.0,https://pypi.org/project/pydub,3243144.0,3244260.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,62522.0,1.0,,
278,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,31,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2023-07-24 18:53:26.000,2023-07-24 18:53:19,500.0,6045.0,82.0,8.0,291.0,697.0,MIT,,11448.0,11448.0,tinydb,conda-forge/tinydb,2023-06-12 19:06:37,4.8.0,61.0,https://pypi.org/project/tinydb,514026.0,517920.0,https://anaconda.org/conda-forge/tinydb,2023-06-12 22:06:12.645,334887.0,1.0,,
