,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,closed_issue_count,commit_count,license,open_issue_count,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending
386,yagmail,Yet another Gmail/SMTP client.,Email,,https://github.com/kootenpv/yagmail,True,26,kootenpv/yagmail,https://github.com/kootenpv/yagmail,2015-04-17 21:39:24.000,2022-09-28 20:43:53.000,2022-09-28 20:43:53,264.0,2476.0,32.0,126.0,295.0,MIT,96.0,,yagmail,conda-forge/yagmail,,,18.0,3069.0,3069.0,https://pypi.org/project/yagmail,132651.0,133238.0,https://anaconda.org/conda-forge/yagmail,2022-09-11 22:50:49.361,24676.0,2.0,,
387,django-activity-stream,Generating generic activity streams from the actions on your site.,News Feed,,https://github.com/justquick/django-activity-stream,True,26,justquick/django-activity-stream,https://github.com/justquick/django-activity-stream,2010-02-24 21:16:51.000,2023-03-31 08:27:46.000,2023-03-31 08:27:46,455.0,2182.0,112.0,288.0,,BSD-3-Clause,15.0,,django-activity-stream,conda-forge/django-activity-stream,2022-12-19 05:38:06,1.4.2,8.0,1051.0,1051.0,https://pypi.org/project/django-activity-stream,46602.0,46602.0,https://anaconda.org/conda-forge/django-activity-stream,,,1.0,6.0,
388,flask-api,Browsable Web APIs for Flask.,RESTful API,,https://github.com/flask-api/flask-api,True,26,flask-api/flask-api,https://github.com/flask-api/flask-api,2014-02-15 12:27:34.000,2023-04-12 06:43:52.000,2023-04-12 06:35:58,176.0,1359.0,33.0,52.0,261.0,,12.0,,flask-api,conda-forge/flask-api,2021-06-15 21:00:49,3.0,13.0,5740.0,5740.0,https://pypi.org/project/flask-api,110305.0,110305.0,https://anaconda.org/conda-forge/flask-api,,,3.0,,
389,Cartopy,A cartographic python library with matplotlib support.,Data Visualization,,https://github.com/SciTools/cartopy,True,26,SciTools/cartopy,https://github.com/SciTools/cartopy,2012-08-03 07:43:59.000,2023-04-06 15:32:18.000,2023-04-04 17:15:11,337.0,1206.0,121.0,836.0,,LGPL-3.0,299.0,,cartopy,conda-forge/cartopy,2022-12-12 22:21:03,0.21.1,23.0,3204.0,3204.0,https://pypi.org/project/cartopy,64562.0,97700.0,https://anaconda.org/conda-forge/cartopy,2023-03-18 00:21:28.463,2816783.0,3.0,,
390,beaker,A WSGI middleware for sessions and caching.,Caching,,https://github.com/bbangert/beaker,True,26,bbangert/beaker,https://github.com/bbangert/beaker,2011-10-16 17:48:39.000,2023-02-06 08:50:20.183,2023-02-04 17:17:01,135.0,505.0,88.0,59.0,816.0,,64.0,,beaker,conda-forge/beaker,2023-02-04 16:24:36,1.12.1,8.0,4510.0,4510.0,https://pypi.org/project/beaker,308655.0,309582.0,https://anaconda.org/conda-forge/beaker,2023-02-06 08:50:20.183,67689.0,2.0,,
391,pylibmc,A Python wrapper around the [libmemcached](https://libmemcached.org/libMemcached.html) interface.,Caching,,https://github.com/lericson/pylibmc,True,26,lericson/pylibmc,https://github.com/lericson/pylibmc,2009-07-31 19:51:02.000,2023-01-25 13:39:41.000,2022-08-26 08:23:03,123.0,469.0,52.0,172.0,611.0,BSD-3-Clause,21.0,,pylibmc,conda-forge/pylibmc,2022-08-26 08:40:12,1.6.3,6.0,4493.0,4493.0,https://pypi.org/project/pylibmc,204966.0,207455.0,https://anaconda.org/conda-forge/pylibmc,2022-10-30 09:50:56.819,200493.0,2.0,113.0,
392,configobj,INI file parser with validation.,Configuration,,https://github.com/DiffSK/configobj,True,26,DiffSK/configobj,https://github.com/DiffSK/configobj,2014-01-14 02:30:17.000,2023-01-20 20:04:29.828,2023-01-18 22:27:43,68.0,290.0,8.0,96.0,315.0,,55.0,,configobj,conda-forge/configobj,2023-01-19 17:59:27,5.0.8,3.0,25334.0,25334.0,https://pypi.org/project/configobj,2480802.0,2491384.0,https://anaconda.org/conda-forge/configobj,2023-01-20 20:04:29.828,603210.0,3.0,24.0,
393,algorithms,Minimal examples of data structures and algorithms.,Algorithms and Design Patterns,,https://github.com/keon/algorithms,True,25,keon/algorithms,https://github.com/keon/algorithms,2016-11-17 22:32:08.000,2023-04-04 13:18:36.000,2023-04-04 13:18:36,4135.0,22427.0,198.0,100.0,954.0,MIT,56.0,,algorithms,conda-forge/algorithms,,,1.0,80.0,80.0,https://pypi.org/project/algorithms,4514.0,4572.0,https://anaconda.org/conda-forge/algorithms,2021-04-23 14:22:33.326,1394.0,2.0,,
394,DearPyGui,A Simple GPU accelerated Python GUI framework.,GUI Development,,https://github.com/hoffstadt/DearPyGui,True,25,RaylockLLC/DearPyGui/,https://github.com/hoffstadt/DearPyGui,2020-05-28 17:12:57.000,2023-04-10 03:05:41.000,2023-04-10 03:05:32,524.0,10017.0,,965.0,2751.0,MIT,184.0,hoffstadt/DearPyGui,,conda-forge/,2023-03-23 02:11:46,1.9.0,32.0,1781.0,1781.0,,,,https://anaconda.org/conda-forge/,,,3.0,,
395,graphene,GraphQL framework for Python.,GraphQL,,https://github.com/graphql-python/graphene,True,25,graphql-python/graphene/,https://github.com/graphql-python/graphene,2015-09-24 09:18:18.000,2023-04-11 10:14:25.000,2023-03-13 20:24:16,782.0,7645.0,,871.0,1742.0,MIT,102.0,,,conda-forge/,2023-03-13 20:25:52,3.2.2,58.0,17082.0,17082.0,,,,https://anaconda.org/conda-forge/,,,1.0,,
396,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,Package Management,,https://github.com/jazzband/pip-tools,True,25,jazzband/pip-tools,https://github.com/jazzband/pip-tools,2012-09-10 08:50:26.000,2023-04-10 19:41:49.000,2023-04-09 22:03:56,498.0,6760.0,185.0,800.0,,BSD-3-Clause,122.0,,pip-tools,conda-forge/pip-tools,2023-04-07 16:47:19,6.13.0,62.0,,,https://pypi.org/project/pip-tools,9579751.0,9582011.0,https://anaconda.org/conda-forge/pip-tools,2023-04-07 19:35:02.377,81391.0,3.0,,
397,eve,"REST API framework powered by Flask, MongoDB and good intentions.",RESTful API,,https://github.com/pyeve/eve,True,25,pyeve/eve,https://github.com/pyeve/eve,2012-10-22 07:39:33.000,2023-03-22 13:32:26.000,2023-03-22 13:32:23,730.0,6603.0,213.0,947.0,3387.0,,24.0,,eve,conda-forge/eve,,,,1075.0,1075.0,https://pypi.org/project/eve,14870.0,14870.0,https://anaconda.org/conda-forge/eve,,,3.0,,
398,Stanza,"The Stanford NLP Group's official Python library, supporting 60+ languages.",Natural Language Processing,,https://github.com/stanfordnlp/stanza,True,25,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,2017-09-26 08:00:56.000,2023-04-12 05:59:39.000,2023-03-14 16:10:05,822.0,6584.0,58.0,701.0,,,75.0,,stanza,conda-forge/stanza,2023-03-14 05:09:33,1.5.0,16.0,1698.0,1698.0,https://pypi.org/project/stanza,178345.0,178684.0,https://anaconda.org/conda-forge/stanza,2023-03-14 16:12:37.306,9153.0,2.0,,
399,faust,"A stream processing library, porting the ideas from [Kafka Streams](https://kafka.apache.org/documentation/streams/)..",Distributed Computing,,https://github.com/robinhood/faust,True,25,robinhood/faust,https://github.com/robinhood/faust,2017-03-08 18:36:11.000,2023-02-23 18:42:48.000,2023-02-23 18:42:48,540.0,6534.0,95.0,241.0,4138.0,,234.0,,faust,conda-forge/faust,2018-05-24 05:44:13,1.0.10d3,3.0,1482.0,1482.0,https://pypi.org/project/faust,27665.0,27665.0,https://anaconda.org/conda-forge/faust,,,3.0,,
400,akshare,"A financial data interface library, built for human beings!.",Downloader,,https://github.com/akfamily/akshare,True,25,jindaxiang/akshare,https://github.com/akfamily/akshare,2019-10-01 07:34:12.000,2023-04-13 08:08:46.000,2023-04-13 08:08:18,1378.0,6315.0,55.0,832.0,,MIT,,akfamily/akshare,akshare,conda-forge/akshare,2023-04-13 08:09:13,release-v1.9.51,100.0,309.0,309.0,https://pypi.org/project/akshare,52209.0,52209.0,https://anaconda.org/conda-forge/akshare,,,1.0,,
401,s3cmd,A command line tool for managing Amazon S3 and CloudFront.,Downloader,,https://github.com/s3tools/s3cmd,True,25,s3tools/s3cmd,https://github.com/s3tools/s3cmd,2011-06-07 02:08:24.000,2023-03-20 16:09:21.000,2023-03-14 08:00:14,825.0,4151.0,214.0,616.0,1888.0,GPL-2.0,237.0,,s3cmd,conda-forge/s3cmd,2022-10-03 15:46:26,2.3.0,9.0,,,https://pypi.org/project/s3cmd,1698746.0,1731013.0,https://anaconda.org/conda-forge/s3cmd,2018-12-22 03:57:06.693,8315.0,1.0,3114570.0,
402,django-jet,Modern responsive template for the Django admin interface with improved functionality.,Admin Panels,,https://github.com/geex-arts/django-jet,True,25,geex-arts/django-jet,https://github.com/geex-arts/django-jet,2015-07-29 21:35:35.000,2022-12-06 19:59:16.000,2019-05-21 10:57:50,658.0,3407.0,29.0,125.0,909.0,AGPL-3.0,217.0,,django-jet,conda-forge/django-jet,2018-10-18 06:39:57,1.0.8,23.0,2936.0,2936.0,https://pypi.org/project/django-jet,17253.0,17253.0,https://anaconda.org/conda-forge/django-jet,,,2.0,,
403,AWS Data Wrangler,Pandas on AWS.,Data Analysis,,https://github.com/aws/aws-sdk-pandas,True,25,awslabs/aws-data-wrangler,https://github.com/aws/aws-sdk-pandas,2019-02-26 01:39:02.000,2023-04-13 09:53:26.000,2023-04-12 16:48:13,578.0,3400.0,127.0,864.0,,Apache-2.0,32.0,aws/aws-sdk-pandas,aws-data-wrangler,conda-forge/aws-data-wrangler,2023-03-21 23:13:41,2.20.1,100.0,952.0,952.0,https://pypi.org/project/aws-data-wrangler,,4188.0,https://anaconda.org/conda-forge/aws-data-wrangler,,,2.0,184303.0,
404,asciimatics,A package to create full-screen text UIs (from interactive forms to ASCII animations).,Command-line Interface Development,,https://github.com/peterbrittain/asciimatics,True,25,peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,2015-04-15 20:18:41.000,2023-01-17 08:57:15.000,2023-01-17 08:57:15,239.0,3290.0,41.0,263.0,1084.0,Apache-2.0,23.0,,asciimatics,conda-forge/asciimatics,2022-04-23 14:56:04,1.14.0,10.0,831.0,831.0,https://pypi.org/project/asciimatics,56881.0,59002.0,https://anaconda.org/conda-forge/asciimatics,2022-11-10 16:45:01.089,127309.0,3.0,,
405,sumy,A module for automatic summarization of text documents and HTML pages.,Web Content Extracting,,https://github.com/miso-belica/sumy,True,25,miso-belica/sumy,https://github.com/miso-belica/sumy,2013-02-20 12:56:48.000,2023-04-11 15:38:48.000,2023-02-21 07:39:45,494.0,3113.0,26.0,95.0,,Apache-2.0,17.0,,sumy,conda-forge/sumy,2022-10-23 16:40:03,0.11.0,15.0,1839.0,1839.0,https://pypi.org/project/sumy,26447.0,26651.0,https://anaconda.org/conda-forge/sumy,2022-10-25 07:50:19.767,4504.0,2.0,,
406,modoboa,A mail hosting and management platform including a modern Web UI.,Email,,https://github.com/modoboa/modoboa,True,25,modoboa/modoboa,https://github.com/modoboa/modoboa,2013-04-16 09:43:55.000,2023-04-07 06:46:39.000,2023-04-05 12:44:59,331.0,2488.0,111.0,1633.0,4362.0,ISC,74.0,,modoboa,conda-forge/modoboa,2023-02-23 10:35:59,2.0.5,13.0,35.0,35.0,https://pypi.org/project/modoboa,2290.0,2290.0,https://anaconda.org/conda-forge/modoboa,,,2.0,,
407,vulture,A tool for finding and analysing dead Python code.,Code Analysis,,https://github.com/jendrikseipp/vulture,True,25,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,2016-08-11 15:39:58.647,2023-04-04 14:12:01.000,2023-02-27 07:59:09,114.0,2476.0,35.0,162.0,,MIT,15.0,,vulture,conda-forge/vulture,2023-01-08 21:24:44,2.7,12.0,3666.0,3666.0,https://pypi.org/project/vulture,429008.0,429851.0,https://anaconda.org/conda-forge/vulture,2023-01-09 08:50:44.861,67513.0,2.0,,
408,Masonite,The modern and developer centric Python web framework.,Web Frameworks,,https://github.com/MasoniteFramework/masonite,True,25,MasoniteFramework/masonite,https://github.com/MasoniteFramework/masonite,2017-12-06 00:30:22.000,2023-04-02 23:24:53.000,2022-11-05 01:29:29,123.0,1999.0,83.0,355.0,4027.0,MIT,27.0,,masonite,conda-forge/masonite,2022-10-13 11:13:04,4.17.4,100.0,469.0,469.0,https://pypi.org/project/masonite,4891.0,4891.0,https://anaconda.org/conda-forge/masonite,,,1.0,,
409,honcho,"A Python clone of [Foreman](https://github.com/ddollar/foreman), for managing Procfile-based applications.",DevOps Tools,,https://github.com/nickstenning/honcho,True,25,nickstenning/honcho,https://github.com/nickstenning/honcho,2012-03-13 13:44:30.000,2022-10-24 17:12:45.000,2022-10-24 17:12:45,135.0,1518.0,47.0,90.0,,MIT,12.0,,honcho,conda-forge/honcho,2021-10-30 15:24:02,1.1.0,12.0,4910.0,4910.0,https://pypi.org/project/honcho,167917.0,167917.0,https://anaconda.org/conda-forge/honcho,,,3.0,,
410,pdoc,Epydoc replacement to auto generate API documentation for Python libraries.,Documentation,,https://github.com/mitmproxy/pdoc,True,25,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,2013-08-04 21:12:50.000,2023-04-01 11:46:41.000,2023-04-01 11:46:34,165.0,1509.0,44.0,300.0,,Unlicense,18.0,,pdoc,conda-forge/pdoc,,,13.0,1697.0,1697.0,https://pypi.org/project/pdoc,105908.0,106968.0,https://anaconda.org/conda-forge/pdoc,2023-03-22 16:16:09.858,12726.0,3.0,,
411,orator,The Orator ORM provides a simple yet beautiful ActiveRecord implementation.,ORM,,https://github.com/sdispater/orator,True,25,sdispater/orator,https://github.com/sdispater/orator,2015-05-24 18:23:25.000,2022-11-11 09:02:02.000,2022-03-13 18:46:50,158.0,1391.0,32.0,184.0,505.0,MIT,134.0,,orator,conda-forge/orator,2020-09-28 16:05:35,0.9.10,14.0,539.0,539.0,https://pypi.org/project/orator,15727.0,15796.0,https://anaconda.org/conda-forge/orator,2020-03-18 20:03:11.512,2566.0,3.0,,
412,imbox,Python IMAP for Humans.,Email,,https://github.com/martinrusev/imbox,True,25,martinrusev/imbox,https://github.com/martinrusev/imbox,2013-07-22 11:40:29.000,2022-11-17 10:52:30.000,2022-11-17 10:52:29,169.0,1130.0,53.0,67.0,352.0,MIT,63.0,,imbox,conda-forge/imbox,2022-11-17 09:50:30,0.9.9,4.0,179.0,179.0,https://pypi.org/project/imbox,9941.0,9941.0,https://anaconda.org/conda-forge/imbox,,,2.0,,
413,pyexcel,"Providing one API for reading, manipulating and writing csv, ods, xls, xlsx and xlsm files.",Specific Formats Processing,,https://github.com/pyexcel/pyexcel,True,25,pyexcel/pyexcel,https://github.com/pyexcel/pyexcel,2014-08-22 12:52:20.000,2022-11-02 20:28:36.000,2022-09-09 07:52:28,160.0,1113.0,20.0,194.0,1945.0,,14.0,,pyexcel,conda-forge/pyexcel,2022-02-12 21:08:42,0.7.0,62.0,3398.0,3398.0,https://pypi.org/project/pyexcel,188779.0,189619.0,https://anaconda.org/conda-forge/pyexcel,2022-02-13 13:26:56.898,55420.0,3.0,165.0,
414,clickhouse-driver,Python driver with native interface for ClickHouse.,Database Drivers,,https://github.com/mymarilyn/clickhouse-driver,True,25,mymarilyn/clickhouse-driver,https://github.com/mymarilyn/clickhouse-driver,2017-05-10 22:13:04.000,2023-04-10 10:21:37.000,2023-04-10 10:21:08,183.0,1017.0,54.0,240.0,497.0,,34.0,,clickhouse-driver,conda-forge/clickhouse-driver,,,26.0,1403.0,1403.0,https://pypi.org/project/clickhouse-driver,1611757.0,1617429.0,https://anaconda.org/conda-forge/clickhouse-driver,2022-11-28 00:29:42.855,374415.0,2.0,,
415,pylama,A code audit tool for Python and JavaScript.,Code Analysis,,https://github.com/klen/pylama,True,25,klen/pylama,https://github.com/klen/pylama,2012-08-17 10:10:10.000,2023-01-22 23:24:48.000,2022-08-08 11:25:05,94.0,980.0,46.0,95.0,843.0,MIT,48.0,,pylama,conda-forge/pylama,,,6.0,5721.0,5721.0,https://pypi.org/project/pylama,169226.0,170512.0,https://anaconda.org/conda-forge/pylama,2019-05-18 02:54:01.403,90022.0,2.0,,
416,copier,A library and command-line utility for rendering projects templates.,Command-line Tools,,https://github.com/copier-org/copier,True,25,pykong/copier,https://github.com/copier-org/copier,2011-11-01 19:22:44.000,2023-04-13 12:59:31.000,2023-04-12 14:25:23,121.0,976.0,55.0,300.0,1116.0,MIT,47.0,copier-org/copier,copier,conda-forge/copier,2022-10-14 11:44:17,7.0.1,29.0,386.0,386.0,https://pypi.org/project/copier,38814.0,39086.0,https://anaconda.org/conda-forge/copier,2023-04-12 15:47:29.511,2454.0,2.0,,
417,forex-python,"Foreign exchange rates, Bitcoin price index and currency conversion.",E-commerce,,https://github.com/MicroPyramid/forex-python,True,25,MicroPyramid/forex-python,https://github.com/MicroPyramid/forex-python,2016-05-21 04:43:37.000,2023-03-05 00:59:57.000,2023-02-06 02:02:08,168.0,561.0,26.0,56.0,129.0,MIT,19.0,,forex-python,conda-forge/forex-python,2021-12-03 09:28:49,1.8,12.0,1939.0,1939.0,https://pypi.org/project/forex-python,182020.0,182020.0,https://anaconda.org/conda-forge/forex-python,,,1.0,,
418,eyeD3,"A tool for working with audio files, specifically MP3 files containing ID3 metadata.",Audio,,https://github.com/nicfit/eyeD3,True,25,nicfit/eyeD3,https://github.com/nicfit/eyeD3,2017-01-21 19:25:10.000,2023-02-08 04:20:18.000,2022-10-08 02:28:29,55.0,448.0,25.0,146.0,1411.0,GPL-3.0,46.0,,eyeD3,conda-forge/eyeD3,2020-12-28 16:08:19,0.9.6,26.0,2302.0,2302.0,https://pypi.org/project/eyeD3,29514.0,29550.0,https://anaconda.org/conda-forge/eyeD3,,,2.0,2609.0,
419,python-barcode,Create barcodes in Python with no extra dependencies.,Image Processing,,https://github.com/WhyNotHugo/python-barcode,True,25,WhyNotHugo/python-barcode,https://github.com/WhyNotHugo/python-barcode,2017-10-12 23:03:31.000,2023-04-13 09:33:03.000,2023-04-13 09:33:00,111.0,447.0,44.0,61.0,,MIT,40.0,,python-barcode,conda-forge/python-barcode,2022-05-17 10:05:40,0.14.0,10.0,16419.0,16419.0,https://pypi.org/project/python-barcode,234176.0,234428.0,https://anaconda.org/conda-forge/python-barcode,2020-08-22 16:07:05.440,9460.0,2.0,265.0,
420,flask-assets,Helps you integrate webassets into your Flask app.,Web Asset Management,,https://github.com/miracle2k/flask-assets,True,25,miracle2k/flask-assets,https://github.com/miracle2k/flask-assets,2010-08-06 11:51:29.000,2022-08-18 15:11:43.000,2020-02-29 00:06:32,85.0,436.0,38.0,76.0,263.0,BSD-2-Clause,21.0,,flask-assets,conda-forge/flask-assets,,,2.0,6973.0,6973.0,https://pypi.org/project/flask-assets,167883.0,168375.0,https://anaconda.org/conda-forge/flask-assets,2019-12-24 17:28:27.011,38411.0,3.0,,
421,newspaper,"News extraction, article extraction and content curation in Python.",Web Content Extracting,,https://github.com/codelucas/newspaper,True,24,codelucas/newspaper,https://github.com/codelucas/newspaper,2013-11-25 09:50:50.000,2023-04-13 14:29:24.000,2020-09-02 06:54:25,1914.0,12638.0,103.0,264.0,651.0,MIT,398.0,,newspaper,conda-forge/newspaper,2014-12-17 19:19:47,0.0.9,2.0,,,https://pypi.org/project/newspaper,11128.0,11128.0,https://anaconda.org/conda-forge/newspaper,,,2.0,,
422,Kornia,Open Source Differentiable Computer Vision Library for PyTorch.,Computer Vision,,https://github.com/kornia/kornia,True,24,kornia/kornia/,https://github.com/kornia/kornia,2018-08-22 10:31:37.000,2023-04-13 12:55:25.000,2023-04-11 08:43:54,806.0,8022.0,,526.0,2404.0,Apache-2.0,210.0,,,conda-forge/,2023-03-28 23:00:00,0.6.11,34.0,3707.0,3707.0,,,10.0,https://anaconda.org/conda-forge/,,,3.0,593.0,
423,pywal,A tool that generates color schemes from images.,Image Processing,,https://github.com/dylanaraps/pywal,True,24,dylanaraps/pywal,https://github.com/dylanaraps/pywal,2017-06-16 14:54:22.000,2022-12-29 16:50:23.000,2021-09-09 03:15:02,274.0,7153.0,60.0,394.0,1086.0,MIT,130.0,,pywal,conda-forge/pywal,2019-01-21 06:18:21,3.3.0,78.0,228.0,228.0,https://pypi.org/project/pywal,2922.0,2935.0,https://anaconda.org/conda-forge/pywal,,,2.0,967.0,
424,ajenti,The admin panel your servers deserve.,Admin Panels,,https://github.com/ajenti/ajenti,True,24,ajenti/ajenti,https://github.com/ajenti/ajenti,2010-03-03 08:04:15.000,2023-02-14 12:09:30.000,2023-02-13 14:39:23,794.0,7070.0,24.0,1139.0,1172.0,MIT,9.0,,ajenti,conda-forge/ajenti,2023-02-14 12:11:59,2.2.4,24.0,25.0,25.0,https://pypi.org/project/ajenti,171.0,171.0,https://anaconda.org/conda-forge/ajenti,,,3.0,,
425,NuPIC,Numenta Platform for Intelligent Computing.,Machine Learning,,https://github.com/numenta/nupic,True,24,numenta/nupic,https://github.com/numenta/nupic,2013-04-05 23:14:27.000,2022-12-20 01:05:44.000,2019-10-23 20:45:07,1556.0,6314.0,123.0,1338.0,6625.0,AGPL-3.0,452.0,,nupic,conda-forge/nupic,2018-06-01 15:12:12,1.0.5,47.0,117.0,117.0,https://pypi.org/project/nupic,2825.0,2825.0,https://anaconda.org/conda-forge/nupic,,,2.0,,
426,apistar,"A smart Web API framework, designed for Python 3.",RESTful API,,https://github.com/encode/apistar,True,24,encode/apistar,https://github.com/encode/apistar,2017-03-17 15:42:12.000,2022-02-24 05:00:58.000,2021-08-31 09:48:33,411.0,5598.0,91.0,289.0,768.0,BSD-3-Clause,22.0,,apistar,conda-forge/apistar,,,26.0,731.0,731.0,https://pypi.org/project/apistar,9918.0,11842.0,https://anaconda.org/conda-forge/apistar,2019-04-03 08:38:52.532,115484.0,3.0,,
427,pyAudioAnalysis,"Audio feature extraction, classification, segmentation and applications.",Audio,,https://github.com/tyiannak/pyAudioAnalysis,True,24,tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000,2022-09-18 19:55:03,1112.0,5237.0,27.0,120.0,775.0,Apache-2.0,175.0,,pyAudioAnalysis,conda-forge/pyAudioAnalysis,,,,342.0,342.0,https://pypi.org/project/pyAudioAnalysis,17356.0,17356.0,https://anaconda.org/conda-forge/pyAudioAnalysis,,,2.0,,
428,pytesseract,A wrapper for [Google Tesseract OCR](https://github.com/tesseract-ocr).,Computer Vision,,https://github.com/madmaze/pytesseract,True,24,madmaze/pytesseract,https://github.com/madmaze/pytesseract,2010-10-27 23:02:49.000,2023-04-08 15:14:30.000,2023-04-08 15:14:30,631.0,4763.0,42.0,305.0,526.0,Apache-2.0,27.0,,pytesseract,conda-forge/pytesseract,2022-03-14 19:28:46,0.3.10,23.0,,,https://pypi.org/project/pytesseract,868877.0,881249.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,556761.0,3.0,,
429,mezzanine,"A powerful, consistent, and flexible content management platform.",CMS,,https://github.com/stephenmcd/mezzanine,True,24,stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,2010-05-29 12:16:55.000,2023-04-09 08:59:38.000,2022-11-02 08:25:54,1554.0,4605.0,326.0,1010.0,5304.0,BSD-2-Clause,40.0,,mezzanine,conda-forge/mezzanine,2022-05-12 12:48:08,6.0.0,9.0,,,https://pypi.org/project/mezzanine,4869.0,4869.0,https://anaconda.org/conda-forge/mezzanine,,,1.0,,
430,alive-progress,"A new kind of Progress Bar, with real-time throughput, eta and very cool animations.",Command-line Interface Development,,https://github.com/rsalmei/alive-progress,True,24,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,2019-08-05 05:54:30.000,2023-04-08 06:34:42.000,2023-04-08 06:34:38,173.0,4315.0,7.0,173.0,,MIT,15.0,,alive-progress,conda-forge/alive-progress,,,16.0,1717.0,1717.0,https://pypi.org/project/alive-progress,288873.0,289639.0,https://anaconda.org/conda-forge/alive-progress,2023-04-08 05:54:08.845,29116.0,3.0,,
431,freezegun,Travel through time by mocking the datetime module.,Testing,,https://github.com/spulec/freezegun,True,24,spulec/freezegun,https://github.com/spulec/freezegun,2012-12-11 05:11:00.000,2023-02-22 05:49:22.000,2023-02-22 05:49:22,235.0,3632.0,109.0,177.0,592.0,Apache-2.0,105.0,,freezegun,conda-forge/freezegun,,,15.0,,,https://pypi.org/project/freezegun,6405886.0,6416136.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,871306.0,3.0,,
432,pywebview,A lightweight cross-platform native wrapper around a webview component.,GUI Development,,https://github.com/r0x0r/pywebview,True,24,r0x0r/pywebview/,https://github.com/r0x0r/pywebview,2014-11-20 11:05:46.000,2023-04-11 14:20:22.000,2023-04-04 20:04:40,446.0,3479.0,,729.0,1666.0,BSD-3-Clause,19.0,,,conda-forge/,2023-02-21 21:49:29,4.0.2,53.0,1029.0,1029.0,,,,https://anaconda.org/conda-forge/,,,3.0,,
433,Python-Markdown,A Python implementation of John Grubers Markdown.,Specific Formats Processing,,https://github.com/Python-Markdown/markdown,True,24,waylan/Python-Markdown,https://github.com/Python-Markdown/markdown,2010-05-29 02:59:45.000,2023-04-06 23:21:46.000,2023-04-06 23:21:46,789.0,3184.0,165.0,774.0,1537.0,,38.0,Python-Markdown/markdown,Python-Markdown,conda-forge/Python-Markdown,,,,262319.0,262319.0,https://pypi.org/project/Python-Markdown,,,https://anaconda.org/conda-forge/Python-Markdown,,,3.0,,
434,Schematics,Data Structure Validation.,Data Validation,,https://github.com/schematics/schematics,True,24,schematics/schematics,https://github.com/schematics/schematics,2010-12-27 02:25:29.000,2022-10-21 01:11:31.000,2021-08-17 21:08:10,269.0,2555.0,119.0,238.0,1420.0,,90.0,,schematics,conda-forge/schematics,,,1.0,1472.0,1472.0,https://pypi.org/project/schematics,152878.0,153437.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,25176.0,3.0,,
435,autobahn-python,WebSocket & WAMP for Python on Twisted and [asyncio](https://docs.python.org/3/library/asyncio.html).,WebSocket,,https://github.com/crossbario/autobahn-python,True,24,crossbario/autobahn-python,https://github.com/crossbario/autobahn-python,2011-07-27 15:22:13.000,2023-03-31 13:39:31.000,2023-03-31 13:33:32,737.0,2420.0,132.0,701.0,3330.0,MIT,180.0,,autobahn-python,conda-forge/autobahn-python,,,,24498.0,24498.0,https://pypi.org/project/autobahn-python,,,https://anaconda.org/conda-forge/autobahn-python,,,3.0,,
436,django-storages,A collection of custom storage back ends for Django.,Web Asset Management,,https://github.com/jschneier/django-storages,True,24,jschneier/django-storages,https://github.com/jschneier/django-storages,2014-12-09 00:37:09.000,2023-04-05 15:22:43.000,2023-02-28 17:44:08,756.0,2378.0,241.0,452.0,1032.0,BSD-3-Clause,165.0,,django-storages,conda-forge/django-storages,,,13.0,,,https://pypi.org/project/django-storages,2282926.0,2283608.0,https://anaconda.org/conda-forge/django-storages,2022-12-23 17:16:05.300,46388.0,3.0,,
437,iredis,Redis CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/laixintao/iredis,True,24,laixintao/iredis,https://github.com/laixintao/iredis,2019-01-18 08:31:15.000,2023-03-31 15:31:46.000,2022-12-29 04:11:26,90.0,2270.0,30.0,154.0,1648.0,BSD-3-Clause,51.0,,iredis,conda-forge/iredis,2022-12-29 04:15:11,1.13.0,39.0,15.0,15.0,https://pypi.org/project/iredis,1828.0,2163.0,https://anaconda.org/conda-forge/iredis,2022-08-10 16:45:25.837,626.0,3.0,11333.0,
